,id,filepath,site,conf,bbox,bbox_normalized,bbox_true,bbox_dino,Logits,pred_dino
832,ZJ017320,test_features/ZJ017320.jpg,S0065,,,,False,[321   0  37  36],0.30424490571022034,civet_genet
833,ZJ017321,test_features/ZJ017321.jpg,S0100,0.951,"(127, 193, 204, 443)","[0.2953, 0.3671, 0.7046, 0.6328]",True,[125 196 209 442],0.4566689133644104,animal
834,ZJ017322,test_features/ZJ017322.jpg,S0037,0.891,"(145, 206, 71, 133)","[0.3156, 0.3916, 0.2203, 0.2194]",True,[141 202  73 144],0.3143669366836548,antelope_duiker
835,ZJ017323,test_features/ZJ017323.jpg,S0057,0.492,"(5, 117, 514, 837)","[0.1177, 0.001851, 0.8802, 0.9666]",True,,,
836,ZJ017324,test_features/ZJ017324.jpg,S0114,0.349,"(4, 4, 327, 393)","[0, 0, 0.6265, 1.0]",True,,,
837,ZJ017325,test_features/ZJ017325.jpg,S0082,0.784,"(266, 697, 244, 259)","[0.7218, 0.5087, 0.2781, 0.4893]",True,[270 696 243 263],0.36359336972236633,animal
838,ZJ017326,test_features/ZJ017326.jpg,S0086,0.792,"(132, 114, 101, 59)","[0.3437, 0.5333, 0.2093, 0.4541]",True,[127 110 106  67],0.503007709980011,animal
839,ZJ017327,test_features/ZJ017327.jpg,S0011,0.025,"(175, 512, 13, 35)","[0.7937, 0.4749, 0.06718, 0.05833]",True,,,
840,ZJ017328,test_features/ZJ017328.jpg,S0181,0.778,"(114, 54, 37, 23)","[0.1388, 0.4583, 0.08611, 0.1875]",True,[111  49  41  29],0.33315062522888184,antelope_duiker
841,ZJ017329,test_features/ZJ017329.jpg,S0162,0.605,"(294, 54, 75, 179)","[0.05208, 0.537, 0.1947, 0.1537]",True,,,
842,ZJ017330,test_features/ZJ017330.jpg,S0111,0.895,"(225, 378, 131, 180)","[0.5843, 0.6138, 0.2937, 0.3861]",True,[221 373 137 186],0.33828631043434143,animal
843,ZJ017331,test_features/ZJ017331.jpg,S0082,0.856,"(13, 4, 506, 952)","[0, 0.01666, 1.0, 0.9518]",True,[ 15 127 507 671],0.5266026854515076,leopard
844,ZJ017332,test_features/ZJ017332.jpg,S0033,0.918,"(235, 4, 90, 81)","[0, 0.6416, 0.139, 0.2722]",True,[230   3  96  87],0.7226586937904358,bird
845,ZJ017333,test_features/ZJ017333.jpg,S0072,0.619,"(400, 401, 82, 128)","[0.4135, 0.7333, 0.1416, 0.1666]",True,,,
846,ZJ017334,test_features/ZJ017334.jpg,S0114,0.467,"(4, 169, 326, 466)","[0.2578, 0, 0.7406, 0.997]",True,[  0 152 334 333],0.5146953463554382,leopard
847,ZJ017335,test_features/ZJ017335.jpg,S0040,0.163,"(240, 320, 52, 207)","[0.3291, 0.437, 0.2239, 0.1111]",True,,,
848,ZJ017336,test_features/ZJ017336.jpg,S0040,0.342,"(134, 512, 169, 317)","[0.5291, 0.2407, 0.3385, 0.3277]",True,[ 83 508 212 439],0.3728571832180023,animal
849,ZJ017337,test_features/ZJ017337.jpg,S0064,0.515,"(372, 350, 119, 201)","[0.3604, 0.6814, 0.2177, 0.2351]",True,[369 326 122 234],0.3746187388896942,animal
850,ZJ017338,test_features/ZJ017338.jpg,S0086,0.529,"(79, 65, 52, 33)","[0.1906, 0.3125, 0.1281, 0.25]",True,,,
851,ZJ017339,test_features/ZJ017339.jpg,S0040,0.516,"(140, 503, 154, 163)","[0.5197, 0.2518, 0.1781, 0.3]",True,,,
852,ZJ017340,test_features/ZJ017340.jpg,S0162,0.759,"(401, 363, 119, 199)","[0.3739, 0.7351, 0.2156, 0.2351]",True,,,
853,ZJ017341,test_features/ZJ017341.jpg,S0145,,,,False,,,
854,ZJ017342,test_features/ZJ017342.jpg,S0064,0.716,"(275, 706, 41, 122)","[0.7312, 0.5018, 0.1354, 0.09074]",True,,,
855,ZJ017343,test_features/ZJ017343.jpg,S0151,0.886,"(185, 429, 171, 142)","[0.664, 0.5027, 0.2343, 0.4972]",True,[179 424 179 150],0.6671812534332275,monkey_prosimian
856,ZJ017344,test_features/ZJ017344.jpg,S0116,0.734,"(292, 287, 48, 85)","[0.4421, 0.7999, 0.1453, 0.1555]",True,[286 270  57 106],0.38530996441841125,bird
857,ZJ017345,test_features/ZJ017345.jpg,S0040,0.824,"(4, 372, 334, 378)","[0.3833, 0, 0.402, 0.6333]",True,[  0 280 340 460],0.34339985251426697,animal
858,ZJ017346,test_features/ZJ017346.jpg,S0011,0.0396,"(194, 140, 35, 22)","[0.2125, 0.5277, 0.04687, 0.1194]",True,,,
859,ZJ017347,test_features/ZJ017347.jpg,S0152,0.602,"(406, 272, 58, 28)","[0.2791, 0.7805, 0.0375, 0.1281]",True,,,
860,ZJ017348,test_features/ZJ017348.jpg,S0012,0.8,"(263, 397, 91, 175)","[0.4093, 0.4796, 0.1906, 0.1833]",True,[258 396  65 174],0.38297703862190247,animal
861,ZJ017349,test_features/ZJ017349.jpg,S0040,0.884,"(4, 338, 506, 618)","[0.3479, 0, 0.652, 0.998]",True,[  0 335 514 623],0.6010865569114685,leopard
862,ZJ017350,test_features/ZJ017350.jpg,S0086,0.0109,"(4, 11, 232, 305)","[0.02187, 0, 0.9781, 1.0]",True,,,
863,ZJ017351,test_features/ZJ017351.jpg,S0072,0.0826,"(492, 660, 28, 65)","[0.6833, 0.9037, 0.07604, 0.06666]",True,[238 681 103 115],0.3501927852630615,bird
864,ZJ017352,test_features/ZJ017352.jpg,S0151,0.292,"(232, 128, 43, 82)","[0.1937, 0.6333, 0.1406, 0.1416]",True,,,
865,ZJ017353,test_features/ZJ017353.jpg,S0165,0.443,"(201, 161, 34, 82)","[0.4361, 0.8208, 0.25, 0.1749]",True,[193 148  46 101],0.4862743616104126,antelope_duiker
866,ZJ017354,test_features/ZJ017354.jpg,S0072,0.905,"(404, 452, 114, 73)","[0.4666, 0.7407, 0.08437, 0.2259]",True,[ 71 369  91  59],0.4360361695289612,bird
867,ZJ017355,test_features/ZJ017355.jpg,S0082,0.878,"(247, 649, 222, 307)","[0.6718, 0.45, 0.3281, 0.4259]",True,,,
868,ZJ017356,test_features/ZJ017356.jpg,S0116,0.566,"(208, 439, 80, 30)","[0.6796, 0.5666, 0.05937, 0.2444]",True,,,
869,ZJ017357,test_features/ZJ017357.jpg,S0166,0.298,"(246, 341, 110, 272)","[0.5265, 0.6722, 0.4375, 0.3277]",True,,,
870,ZJ017358,test_features/ZJ017358.jpg,S0011,0.0154,"(199, 254, 48, 139)","[0.3906, 0.5416, 0.2296, 0.1555]",True,,,
871,ZJ017359,test_features/ZJ017359.jpg,S0126,0.0252,"(435, 717, 64, 105)","[0.7427, 0.7981, 0.1177, 0.1333]",True,,,
872,ZJ017360,test_features/ZJ017360.jpg,S0116,0.894,"(227, 293, 107, 88)","[0.4515, 0.6194, 0.15, 0.3194]",True,[222 285 104 103],0.7082840204238892,bird
873,ZJ017361,test_features/ZJ017361.jpg,S0087,0.0285,"(48, 24, 14, 39)","[0.125, 0.3666, 0.2937, 0.1833]",True,,,
874,ZJ017362,test_features/ZJ017362.jpg,S0037,0.35,"(161, 4, 118, 73)","[0, 0.4361, 0.1265, 0.3499]",True,,,
875,ZJ017363,test_features/ZJ017363.jpg,S0072,0.517,"(4, 4, 514, 744)","[0, 0, 0.7833, 0.9666]",True,[  0   2 522 745],0.3598632514476776,animal
876,ZJ017364,test_features/ZJ017364.jpg,S0132,0.738,"(178, 36, 103, 148)","[0.04999, 0.4833, 0.2437, 0.3083]",True,,,
877,ZJ017365,test_features/ZJ017365.jpg,S0072,0.132,"(350, 223, 50, 32)","[0.2281, 0.6718, 0.04166, 0.1126]",True,,,
878,ZJ017366,test_features/ZJ017366.jpg,S0111,0.502,"(130, 298, 43, 53)","[0.4593, 0.3499, 0.09531, 0.1416]",True,,,
879,ZJ017367,test_features/ZJ017367.jpg,S0072,0.429,"(392, 441, 48, 66)","[0.4552, 0.7185, 0.07708, 0.1037]",True,[387 446  57  65],0.3408091366291046,bird
880,ZJ017368,test_features/ZJ017368.jpg,S0100,0.942,"(240, 117, 100, 82)","[0.1765, 0.6555, 0.1406, 0.3]",True,[237 111 106  90],0.4712138772010803,leopard
881,ZJ017369,test_features/ZJ017369.jpg,S0052,0.612,"(4, 4, 515, 952)","[0, 0, 1.0, 0.9685]",True,[  0   1 522 958],0.6146019697189331,leopard
882,ZJ017370,test_features/ZJ017370.jpg,S0100,,,,False,,,
883,ZJ017371,test_features/ZJ017371.jpg,S0041,0.0829,"(201, 481, 39, 52)","[0.7453, 0.5472, 0.09375, 0.1305]",True,,,
884,ZJ017372,test_features/ZJ017372.jpg,S0166,0.686,"(152, 220, 177, 416)","[0.3374, 0.4111, 0.6625, 0.5138]",True,[190 215 104 424],0.32912662625312805,leopard
885,ZJ017373,test_features/ZJ017373.jpg,S0082,0.191,"(330, 632, 137, 152)","[0.6541, 0.6037, 0.1666, 0.2685]",True,,,
886,ZJ017374,test_features/ZJ017374.jpg,S0072,0.929,"(372, 490, 147, 174)","[0.5062, 0.6814, 0.1895, 0.287]",True,[368 487 153 181],0.49589985609054565,monkey_prosimian
887,ZJ017375,test_features/ZJ017375.jpg,S0165,0.647,"(141, 228, 70, 39)","[0.6222, 0.5708, 0.1305, 0.3249]",True,[126 216  92  54],0.3654923439025879,leopard
888,ZJ017376,test_features/ZJ017376.jpg,S0142,0.0349,"(322, 407, 34, 57)","[0.6296, 0.8833, 0.1015, 0.1166]",True,,,
889,ZJ017377,test_features/ZJ017377.jpg,S0142,0.00794,"(111, 354, 10, 20)","[0.5468, 0.2972, 0.04374, 0.05]",True,,,
890,ZJ017378,test_features/ZJ017378.jpg,S0162,0.641,"(292, 788, 105, 132)","[0.8166, 0.5333, 0.1458, 0.2092]",True,[286 781 112 140],0.4454365074634552,bird
891,ZJ017379,test_features/ZJ017379.jpg,S0091,0.945,"(196, 129, 324, 352)","[0.1302, 0.3555, 0.375, 0.6148]",True,[197 126 326 356],0.5852947235107422,monkey_prosimian
892,ZJ017380,test_features/ZJ017380.jpg,S0039,0.0894,"(367, 479, 57, 80)","[0.4947, 0.6722, 0.09166, 0.1203]",True,,,
893,ZJ017381,test_features/ZJ017381.jpg,S0040,0.0679,"(199, 143, 42, 178)","[0.1447, 0.3611, 0.1937, 0.09259]",True,,,
894,ZJ017382,test_features/ZJ017382.jpg,S0162,0.0506,"(332, 383, 160, 313)","[0.3947, 0.6074, 0.3343, 0.3111]",True,,,
895,ZJ017383,test_features/ZJ017383.jpg,S0199,0.00607,"(104, 208, 13, 6)","[0.5666, 0.4166, 0.03888, 0.08749]",True,,,
896,ZJ017384,test_features/ZJ017384.jpg,S0116,0.881,"(239, 276, 80, 84)","[0.4249, 0.6527, 0.1437, 0.2444]",True,[233 269  87  95],0.4352525770664215,bird
897,ZJ017385,test_features/ZJ017385.jpg,S0128,0.286,"(213, 106, 27, 68)","[0.1593, 0.5805, 0.1187, 0.09722]",True,,,
898,ZJ017386,test_features/ZJ017386.jpg,S0040,0.81,"(225, 539, 77, 120)","[0.5572, 0.4092, 0.1333, 0.1574]",True,[222 536  80 121],0.4823344349861145,animal
899,ZJ017387,test_features/ZJ017387.jpg,S0072,0.945,"(395, 409, 125, 133)","[0.4218, 0.724, 0.1468, 0.2462]",True,[391 404 133 141],0.5459942817687988,monkey_prosimian
900,ZJ017388,test_features/ZJ017388.jpg,S0086,0.237,"(107, 151, 34, 55)","[0.4593, 0.4291, 0.1968, 0.1749]",True,,,
901,ZJ017389,test_features/ZJ017389.jpg,S0100,,,,False,[322   0  37  36],0.3263566195964813,civet_genet
902,ZJ017390,test_features/ZJ017390.jpg,S0037,0.887,"(195, 286, 91, 84)","[0.4406, 0.5305, 0.1437, 0.275]",True,[ 34 184  44  37],0.3082405626773834,bird
903,ZJ017391,test_features/ZJ017391.jpg,S0040,0.527,"(209, 274, 66, 82)","[0.2812, 0.3796, 0.09375, 0.137]",True,,,
904,ZJ017392,test_features/ZJ017392.jpg,S0199,0.0089,"(143, 67, 22, 54)","[0.1749, 0.5791, 0.1722, 0.125]",True,,,
905,ZJ017393,test_features/ZJ017393.jpg,S0040,0.93,"(4, 119, 507, 837)","[0.1197, 0, 0.8802, 1.0]",True,[  0 116 514 842],0.4066219627857208,leopard
906,ZJ017394,test_features/ZJ017394.jpg,S0064,0.853,"(224, 818, 34, 120)","[0.8479, 0.4074, 0.1333, 0.07777]",True,[219 814  44 128],0.3853534162044525,bird
907,ZJ017395,test_features/ZJ017395.jpg,S0033,0.894,"(187, 273, 152, 281)","[0.4203, 0.5083, 0.4515, 0.4444]",True,[183 269 159 287],0.5638725757598877,leopard
908,ZJ017396,test_features/ZJ017396.jpg,S0072,0.557,"(397, 727, 118, 167)","[0.7531, 0.7277, 0.1822, 0.2333]",True,,,
909,ZJ017397,test_features/ZJ017397.jpg,S0041,0.847,"(166, 453, 137, 122)","[0.7015, 0.4499, 0.2031, 0.4027]",True,,,
910,ZJ017398,test_features/ZJ017398.jpg,S0040,0.304,"(290, 5, 227, 951)","[0.001041, 0.5296, 0.9989, 0.4351]",True,[223 349  73  79],0.30190309882164,animal
911,ZJ017399,test_features/ZJ017399.jpg,S0189,0.741,"(202, 230, 33, 112)","[0.6277, 0.8249, 0.3333, 0.1708]",True,,,
912,ZJ017400,test_features/ZJ017400.jpg,S0037,0.884,"(175, 367, 164, 64)","[0.5671, 0.4749, 0.1124, 0.4777]",True,[171 363 168  70],0.4638393521308899,animal
913,ZJ017401,test_features/ZJ017401.jpg,S0064,0.707,"(368, 353, 124, 209)","[0.3635, 0.674, 0.226, 0.2444]",True,[365 342 125 225],0.3990939259529114,animal
914,ZJ017402,test_features/ZJ017402.jpg,S0126,0.775,"(413, 571, 105, 154)","[0.5906, 0.7574, 0.1687, 0.2092]",True,,,
915,ZJ017403,test_features/ZJ017403.jpg,S0091,0.926,"(306, 240, 137, 173)","[0.2458, 0.5592, 0.1885, 0.2685]",True,[301 234 101 181],0.4117502272129059,antelope_duiker
916,ZJ017404,test_features/ZJ017404.jpg,S0040,0.89,"(312, 4, 121, 170)","[0, 0.5703, 0.1854, 0.2388]",True,,,
917,ZJ017405,test_features/ZJ017405.jpg,S0142,0.106,"(160, 102, 51, 58)","[0.1531, 0.4333, 0.1031, 0.1638]",True,,,
918,ZJ017406,test_features/ZJ017406.jpg,S0087,,,,False,,,
919,ZJ017407,test_features/ZJ017407.jpg,S0064,0.895,"(326, 498, 71, 265)","[0.5145, 0.5962, 0.2843, 0.1462]",True,[321 502  83 264],0.5652745962142944,animal
920,ZJ017408,test_features/ZJ017408.jpg,S0128,0.621,"(188, 321, 95, 59)","[0.4953, 0.5111, 0.1046, 0.2861]",True,[182 313 102  72],0.37568822503089905,bird
921,ZJ017409,test_features/ZJ017409.jpg,S0100,0.858,"(207, 313, 128, 86)","[0.4828, 0.5638, 0.1468, 0.3777]",True,[201 308 128  95],0.45333123207092285,animal
922,ZJ017410,test_features/ZJ017410.jpg,S0064,0.228,"(396, 658, 124, 298)","[0.6812, 0.7259, 0.3187, 0.2444]",True,,,
923,ZJ017411,test_features/ZJ017411.jpg,S0066,0.844,"(128, 417, 81, 114)","[0.6453, 0.3444, 0.1906, 0.2472]",True,[123 418  85 108],0.42966198921203613,antelope_duiker
924,ZJ017412,test_features/ZJ017412.jpg,S0162,0.00729,"(232, 244, 49, 39)","[0.25, 0.4222, 0.04895, 0.1055]",True,[391 177 118 166],0.35666221380233765,animal
925,ZJ017413,test_features/ZJ017413.jpg,S0072,0.0715,"(191, 331, 87, 43)","[0.3406, 0.3631, 0.05312, 0.1844]",True,,,
926,ZJ017414,test_features/ZJ017414.jpg,S0040,0.369,"(250, 362, 39, 98)","[0.3729, 0.4555, 0.1104, 0.08703]",True,,,
927,ZJ017415,test_features/ZJ017415.jpg,S0072,0.522,"(322, 506, 70, 86)","[0.5229, 0.5888, 0.09791, 0.1444]",True,,,
928,ZJ017416,test_features/ZJ017416.jpg,S0064,0.0275,"(336, 317, 71, 152)","[0.326, 0.6148, 0.1666, 0.1462]",True,,,
929,ZJ017417,test_features/ZJ017417.jpg,S0128,0.578,"(274, 278, 33, 35)","[0.4281, 0.7499, 0.06718, 0.1138]",True,,,
930,ZJ017418,test_features/ZJ017418.jpg,S0162,0.546,"(196, 272, 91, 53)","[0.2791, 0.3555, 0.06354, 0.1833]",True,,,
931,ZJ017419,test_features/ZJ017419.jpg,S0040,0.81,"(277, 200, 109, 185)","[0.2041, 0.5055, 0.201, 0.2166]",True,,,
932,ZJ017420,test_features/ZJ017420.jpg,S0040,0.595,"(183, 76, 128, 89)","[0.075, 0.3314, 0.101, 0.2518]",True,[176  77 138  91],0.40133267641067505,animal
933,ZJ017421,test_features/ZJ017421.jpg,S0040,0.908,"(184, 95, 186, 342)","[0.09479, 0.3333, 0.3645, 0.3592]",True,[177  86 196 338],0.5537847876548767,animal
934,ZJ017422,test_features/ZJ017422.jpg,S0142,,,,False,,,
935,ZJ017423,test_features/ZJ017423.jpg,S0126,0.664,"(420, 571, 65, 108)","[0.5906, 0.7703, 0.1208, 0.1351]",True,,,
936,ZJ017424,test_features/ZJ017424.jpg,S0087,0.0112,"(49, 41, 18, 23)","[0.2312, 0.3749, 0.1937, 0.2166]",True,,,
937,ZJ017425,test_features/ZJ017425.jpg,S0033,0.875,"(165, 285, 174, 297)","[0.439, 0.4472, 0.4765, 0.5055]",True,[154 280 189 300],0.5896475315093994,leopard
938,ZJ017426,test_features/ZJ017426.jpg,S0066,0.493,"(273, 74, 50, 66)","[0.1093, 0.7472, 0.1156, 0.1611]",True,,,
939,ZJ017427,test_features/ZJ017427.jpg,S0111,0.866,"(98, 428, 82, 148)","[0.6625, 0.2611, 0.2437, 0.25]",True,[ 92 473  88 105],0.46567901968955994,animal
940,ZJ017428,test_features/ZJ017428.jpg,S0057,0.0135,"(8, 4, 503, 950)","[0, 0.007407, 0.9979, 0.9462]",True,[502   0  37  38],0.37431588768959045,civet_genet
941,ZJ017429,test_features/ZJ017429.jpg,S0194,0.304,"(94, 90, 31, 9)","[0.2388, 0.375, 0.04722, 0.1624]",True,,,
942,ZJ017430,test_features/ZJ017430.jpg,S0041,0.852,"(138, 312, 90, 189)","[0.4812, 0.3722, 0.3078, 0.2722]",True,,,
943,ZJ017431,test_features/ZJ017431.jpg,S0033,0.879,"(4, 4, 336, 142)","[0, 0, 0.2343, 0.9555]",True,,,
944,ZJ017432,test_features/ZJ017432.jpg,S0065,0.237,"(327, 308, 13, 73)","[0.475, 0.8972, 0.1265, 0.05833]",True,,,
945,ZJ017433,test_features/ZJ017433.jpg,S0072,0.946,"(377, 229, 142, 487)","[0.2343, 0.6907, 0.5156, 0.2777]",True,[369 226 154 496],0.5295363068580627,monkey_prosimian
946,ZJ017434,test_features/ZJ017434.jpg,S0072,0.952,"(386, 414, 133, 144)","[0.427, 0.7074, 0.1583, 0.2611]",True,[382 400 142 161],0.6122581362724304,monkey_prosimian
947,ZJ017435,test_features/ZJ017435.jpg,S0162,,,,False,,,
948,ZJ017436,test_features/ZJ017436.jpg,S0132,0.00664,"(144, 298, 32, 54)","[0.4593, 0.3888, 0.09687, 0.1111]",True,,,
949,ZJ017437,test_features/ZJ017437.jpg,S0065,0.877,"(198, 164, 141, 193)","[0.2499, 0.5388, 0.314, 0.4138]",True,,,
950,ZJ017438,test_features/ZJ017438.jpg,S0162,,,,False,,,
951,ZJ017439,test_features/ZJ017439.jpg,S0064,0.872,"(223, 814, 38, 125)","[0.8437, 0.4055, 0.1385, 0.08518]",True,[218 810  48 132],0.39869341254234314,bird
952,ZJ017440,test_features/ZJ017440.jpg,S0037,0.946,"(161, 210, 86, 128)","[0.3218, 0.4361, 0.2125, 0.2611]",True,[156 205  96 136],0.5762405395507812,antelope_duiker
953,ZJ017441,test_features/ZJ017441.jpg,S0072,0.616,"(186, 319, 89, 59)","[0.3281, 0.3533, 0.06979, 0.1883]",True,,,
954,ZJ017442,test_features/ZJ017442.jpg,S0114,0.523,"(4, 5, 326, 622)","[0.001562, 0, 0.9843, 0.997]",True,[  0   0 334 637],0.34422844648361206,animal
955,ZJ017443,test_features/ZJ017443.jpg,S0199,0.128,"(140, 66, 22, 111)","[0.1722, 0.5666, 0.3305, 0.125]",True,,,
956,ZJ017444,test_features/ZJ017444.jpg,S0033,0.683,"(78, 76, 262, 188)","[0.1124, 0.2055, 0.3062, 0.75]",True,[ 75  71 268 200],0.6662877202033997,leopard
957,ZJ017445,test_features/ZJ017445.jpg,S0100,0.648,"(229, 296, 66, 124)","[0.4562, 0.625, 0.2062, 0.2055]",True,,,
958,ZJ017446,test_features/ZJ017446.jpg,S0065,0.0069,"(108, 464, 46, 73)","[0.7187, 0.2888, 0.1265, 0.15]",True,,,
959,ZJ017447,test_features/ZJ017447.jpg,S0033,0.673,"(92, 200, 101, 175)","[0.3062, 0.2444, 0.2859, 0.3027]",True,[ 92 201 100 177],0.4511941969394684,bird
960,ZJ017448,test_features/ZJ017448.jpg,S0199,0.144,"(138, 83, 49, 92)","[0.2194, 0.5583, 0.2777, 0.2374]",True,,,
961,ZJ017449,test_features/ZJ017449.jpg,S0037,0.0198,"(41, 4, 198, 59)","[0, 0.1104, 0.1046, 0.6149]",True,,,
962,ZJ017450,test_features/ZJ017450.jpg,S0128,0.441,"(313, 354, 27, 106)","[0.5468, 0.8583, 0.1781, 0.09722]",True,[298 352  45 189],0.38019317388534546,animal
963,ZJ017451,test_features/ZJ017451.jpg,S0162,0.146,"(471, 84, 48, 112)","[0.08333, 0.8648, 0.125, 0.1037]",True,,,
964,ZJ017452,test_features/ZJ017452.jpg,S0199,0.268,"(145, 61, 15, 51)","[0.1583, 0.5875, 0.1638, 0.09583]",True,,,
965,ZJ017453,test_features/ZJ017453.jpg,S0082,0.812,"(166, 320, 121, 94)","[0.3291, 0.2999, 0.1062, 0.2388]",True,[162 312 130 105],0.4529736340045929,monkey_prosimian
966,ZJ017454,test_features/ZJ017454.jpg,S0065,0.921,"(167, 117, 172, 195)","[0.1765, 0.4527, 0.3171, 0.5]",True,[165 114 177 195],0.3536171019077301,antelope_duiker
967,ZJ017455,test_features/ZJ017455.jpg,S0118,0.0186,"(210, 553, 129, 83)","[0.8578, 0.5722, 0.1421, 0.3805]",True,,,
968,ZJ017456,test_features/ZJ017456.jpg,S0100,0.0829,"(231, 216, 43, 70)","[0.3312, 0.6305, 0.1218, 0.1416]",True,,,
969,ZJ017457,test_features/ZJ017457.jpg,S0011,0.00919,"(191, 251, 56, 71)","[0.3859, 0.5194, 0.1234, 0.1777]",True,,,
970,ZJ017458,test_features/ZJ017458.jpg,S0040,0.796,"(223, 306, 67, 197)","[0.3145, 0.4055, 0.2135, 0.1388]",True,[218 305  77 203],0.3263818025588989,animal
971,ZJ017459,test_features/ZJ017459.jpg,S0116,0.766,"(281, 441, 59, 161)","[0.6828, 0.7694, 0.264, 0.1861]",True,[274 437  68 154],0.6141794919967651,bird
972,ZJ017460,test_features/ZJ017460.jpg,S0116,0.492,"(299, 363, 40, 28)","[0.5609, 0.8194, 0.05624, 0.1333]",True,,,
973,ZJ017461,test_features/ZJ017461.jpg,S0194,0.46,"(5, 4, 231, 34)","[0, 0.004166, 0.1166, 0.9958]",True,,,
974,ZJ017462,test_features/ZJ017462.jpg,S0033,0.665,"(119, 335, 208, 301)","[0.5171, 0.3194, 0.4828, 0.6]",True,,,
975,ZJ017463,test_features/ZJ017463.jpg,S0064,0.0124,"(246, 473, 208, 483)","[0.4885, 0.4481, 0.5114, 0.4]",True,[ 21 387 116 100],0.4379139542579651,bird
976,ZJ017464,test_features/ZJ017464.jpg,S0040,0.816,"(207, 318, 84, 200)","[0.327, 0.3759, 0.2166, 0.1703]",True,,,
977,ZJ017465,test_features/ZJ017465.jpg,S0111,0.47,"(186, 413, 47, 29)","[0.639, 0.5055, 0.05781, 0.1527]",True,[180 404  54  44],0.4374813139438629,bird
978,ZJ017466,test_features/ZJ017466.jpg,S0162,0.861,"(145, 596, 108, 185)","[0.6166, 0.2611, 0.201, 0.2148]",True,,,
979,ZJ017467,test_features/ZJ017467.jpg,S0086,0.0576,"(55, 310, 171, 6)","[0.9562, 0.2125, 0.04374, 0.7458]",True,,,
980,ZJ017468,test_features/ZJ017468.jpg,S0033,0.897,"(84, 340, 255, 296)","[0.5249, 0.2222, 0.4749, 0.7305]",True,[ 80 340 262 298],0.6325063705444336,leopard
981,ZJ017469,test_features/ZJ017469.jpg,S0040,0.0552,"(290, 4, 226, 677)","[0, 0.5296, 0.7135, 0.4333]",True,[315  83  60  56],0.35952720046043396,bird
982,ZJ017470,test_features/ZJ017470.jpg,S0099,,,,False,[322   0  36  36],0.3077813982963562,civet_genet
983,ZJ017471,test_features/ZJ017471.jpg,S0199,,,,False,,,
984,ZJ017472,test_features/ZJ017472.jpg,S0067,0.0664,"(196, 122, 111, 109)","[0.1843, 0.5333, 0.1828, 0.3305]",True,,,
985,ZJ017473,test_features/ZJ017473.jpg,S0064,0.527,"(373, 355, 118, 189)","[0.3656, 0.6833, 0.2052, 0.2333]",True,[368 334 125 212],0.4406069815158844,animal
986,ZJ017474,test_features/ZJ017474.jpg,S0037,0.421,"(206, 456, 108, 100)","[0.7062, 0.5611, 0.1687, 0.3222]",True,[202 458 103 105],0.47680002450942993,animal
987,ZJ017475,test_features/ZJ017475.jpg,S0128,0.784,"(311, 539, 28, 97)","[0.8359, 0.8527, 0.164, 0.1]",True,[306 536  37 103],0.32552820444107056,animal
988,ZJ017476,test_features/ZJ017476.jpg,S0189,0.746,"(163, 137, 59, 128)","[0.3694, 0.6624, 0.3777, 0.2791]",True,[159 131  65 127],0.4872420132160187,monkey_prosimian
989,ZJ017477,test_features/ZJ017477.jpg,S0128,0.606,"(320, 162, 20, 108)","[0.2468, 0.8777, 0.1812, 0.07777]",True,,,
990,ZJ017478,test_features/ZJ017478.jpg,S0086,0.036,"(82, 42, 68, 61)","[0.1187, 0.3249, 0.2156, 0.3166]",True,,,
991,ZJ017479,test_features/ZJ017479.jpg,S0116,0.637,"(291, 344, 40, 58)","[0.5312, 0.8567, 0.1031, 0.1432]",True,[286 339  47  69],0.5021232962608337,bird
992,ZJ017480,test_features/ZJ017480.jpg,S0128,0.945,"(251, 196, 89, 131)","[0.2999, 0.6861, 0.2171, 0.2694]",True,[247 193  96 136],0.5655972957611084,monkey_prosimian
993,ZJ017481,test_features/ZJ017481.jpg,S0072,0.171,"(349, 222, 51, 30)","[0.227, 0.6699, 0.03958, 0.1145]",True,,,
994,ZJ017482,test_features/ZJ017482.jpg,S0126,,,,False,,,
995,ZJ017483,test_features/ZJ017483.jpg,S0189,0.497,"(204, 121, 32, 36)","[0.3249, 0.8333, 0.1222, 0.1666]",True,[199 116  40  46],0.38028672337532043,animal
996,ZJ017484,test_features/ZJ017484.jpg,S0011,0.328,"(207, 253, 45, 130)","[0.389, 0.5638, 0.2156, 0.1472]",True,,,
997,ZJ017485,test_features/ZJ017485.jpg,S0033,0.652,"(98, 5, 48, 139)","[0.001562, 0.2611, 0.2296, 0.1555]",True,[ 93   4  57 143],0.3775758743286133,animal
998,ZJ017486,test_features/ZJ017486.jpg,S0040,0.88,"(282, 82, 84, 199)","[0.08125, 0.5148, 0.2156, 0.1703]",True,,,
999,ZJ017487,test_features/ZJ017487.jpg,S0040,0.285,"(147, 883, 101, 73)","[0.9156, 0.2648, 0.08437, 0.2018]",True,,,
1000,ZJ017488,test_features/ZJ017488.jpg,S0162,0.921,"(178, 614, 177, 335)","[0.6354, 0.3222, 0.3572, 0.3425]",True,[173 630 181 312],0.46690741181373596,animal
1001,ZJ017489,test_features/ZJ017489.jpg,S0087,0.0366,"(56, 115, 12, 3)","[0.6937, 0.4333, 0.06875, 0.1666]",True,,,
