id,filepath,site,split,conf,bbox,bbox_normalized,bbox_true
ZJ002590,train_features/ZJ002590.jpg,S0155,1.0,0.0719,"(403, 78, 107, 137)","[0.07708, 0.7747, 0.151, 0.2233]",True
ZJ002591,train_features/ZJ002591.jpg,S0061,1.0,,,,False
ZJ002592,train_features/ZJ002592.jpg,S0059,4.0,0.802,"(156, 769, 215, 98)","[0.7968, 0.2814, 0.1104, 0.4129]",True
ZJ002593,train_features/ZJ002593.jpg,S0060,2.0,0.732,"(307, 376, 84, 96)","[0.3874, 0.5611, 0.1083, 0.1703]",True
ZJ002594,train_features/ZJ002594.jpg,S0061,1.0,0.266,"(343, 133, 177, 107)","[0.1343, 0.6277, 0.1197, 0.3425]",True
ZJ002595,train_features/ZJ002595.jpg,S0051,4.0,0.858,"(183, 227, 103, 205)","[0.2322, 0.3314, 0.2218, 0.2055]",True
ZJ002596,train_features/ZJ002596.jpg,S0060,2.0,0.806,"(400, 163, 67, 164)","[0.1656, 0.7333, 0.1791, 0.1388]",True
ZJ002597,train_features/ZJ002597.jpg,S0047,2.0,0.58,"(232, 305, 40, 46)","[0.4703, 0.6333, 0.08437, 0.1333]",True
ZJ002598,train_features/ZJ002598.jpg,S0045,4.0,0.0787,"(105, 414, 91, 45)","[0.427, 0.1961, 0.0552, 0.1922]",True
ZJ002599,train_features/ZJ002599.jpg,S0117,4.0,0.62,"(321, 92, 135, 323)","[0.09166, 0.587, 0.3447, 0.2648]",True
ZJ002600,train_features/ZJ002600.jpg,S0036,0.0,,,,False
ZJ002601,train_features/ZJ002601.jpg,S0147,2.0,0.327,"(177, 153, 154, 71)","[0.2328, 0.4805, 0.1234, 0.4499]",True
ZJ002602,train_features/ZJ002602.jpg,S0008,4.0,0.0907,"(238, 4, 101, 128)","[0, 0.6499, 0.2125, 0.3027]",True
ZJ002603,train_features/ZJ002603.jpg,S0174,1.0,0.841,"(154, 411, 202, 225)","[0.6359, 0.4166, 0.364, 0.5833]",True
ZJ002604,train_features/ZJ002604.jpg,S0071,1.0,0.955,"(201, 745, 179, 211)","[0.7718, 0.3648, 0.2281, 0.3462]",True
ZJ002605,train_features/ZJ002605.jpg,S0059,4.0,0.967,"(384, 428, 136, 528)","[0.4416, 0.7037, 0.5583, 0.2666]",True
ZJ002606,train_features/ZJ002606.jpg,S0120,2.0,0.514,"(115, 445, 76, 223)","[0.4593, 0.2055, 0.2406, 0.1555]",True
ZJ002607,train_features/ZJ002607.jpg,S0095,2.0,0.905,"(323, 55, 196, 664)","[0.05312, 0.5907, 0.6999, 0.3777]",True
ZJ002608,train_features/ZJ002608.jpg,S0009,0.0,0.372,"(284, 338, 47, 270)","[0.5218, 0.8358, 0.4343, 0.1641]",True
ZJ002609,train_features/ZJ002609.jpg,S0186,4.0,0.767,"(275, 134, 72, 119)","[0.1354, 0.5018, 0.1322, 0.1481]",True
ZJ002610,train_features/ZJ002610.jpg,S0060,2.0,0.929,"(247, 4, 263, 348)","[0, 0.45, 0.3708, 0.5018]",True
ZJ002611,train_features/ZJ002611.jpg,S0020,4.0,,,,False
ZJ002612,train_features/ZJ002612.jpg,S0008,4.0,0.145,"(187, 367, 65, 137)","[0.5671, 0.5083, 0.2265, 0.2027]",True
ZJ002613,train_features/ZJ002613.jpg,S0028,2.0,0.88,"(170, 149, 137, 288)","[0.2265, 0.4611, 0.4625, 0.4027]",True
ZJ002614,train_features/ZJ002614.jpg,S0069,3.0,0.586,"(468, 4, 52, 131)","[0, 0.8592, 0.1447, 0.1111]",True
ZJ002615,train_features/ZJ002615.jpg,S0106,2.0,0.931,"(435, 430, 85, 273)","[0.4437, 0.7981, 0.2927, 0.1722]",True
ZJ002616,train_features/ZJ002616.jpg,S0136,0.0,0.899,"(236, 218, 104, 198)","[0.3343, 0.6444, 0.3218, 0.3111]",True
ZJ002617,train_features/ZJ002617.jpg,S0141,3.0,0.552,"(204, 151, 56, 27)","[0.2296, 0.597, 0.05468, 0.191]",True
ZJ002618,train_features/ZJ002618.jpg,S0080,1.0,0.0843,"(65, 100, 23, 22)","[0.6, 0.5083, 0.1875, 0.2583]",True
ZJ002619,train_features/ZJ002619.jpg,S0060,2.0,0.495,"(330, 369, 94, 190)","[0.3802, 0.6037, 0.2062, 0.1888]",True
ZJ002620,train_features/ZJ002620.jpg,S0088,1.0,0.592,"(171, 122, 37, 71)","[0.1843, 0.4638, 0.1234, 0.125]",True
ZJ002621,train_features/ZJ002621.jpg,S0063,1.0,0.969,"(299, 510, 220, 446)","[0.527, 0.5462, 0.4729, 0.4222]",True
ZJ002622,train_features/ZJ002622.jpg,S0030,1.0,0.0107,"(454, 833, 56, 123)","[0.8635, 0.8333, 0.1364, 0.1185]",True
ZJ002623,train_features/ZJ002623.jpg,S0185,0.0,0.0186,"(162, 4, 30, 9)","[0, 0.6583, 0.04722, 0.1583]",True
ZJ002624,train_features/ZJ002624.jpg,S0038,1.0,0.513,"(176, 211, 342, 745)","[0.2156, 0.3185, 0.7843, 0.6481]",True
ZJ002625,train_features/ZJ002625.jpg,S0095,2.0,0.944,"(156, 4, 363, 952)","[0, 0.2814, 1.0, 0.687]",True
ZJ002626,train_features/ZJ002626.jpg,S0170,1.0,0.0205,"(194, 84, 41, 109)","[0.2222, 0.7916, 0.3249, 0.2041]",True
ZJ002627,train_features/ZJ002627.jpg,S0184,0.0,0.881,"(227, 4, 89, 144)","[0, 0.4129, 0.1583, 0.1796]",True
ZJ002628,train_features/ZJ002628.jpg,S0076,3.0,0.903,"(234, 320, 97, 302)","[0.4937, 0.6865, 0.4843, 0.3134]",True
ZJ002629,train_features/ZJ002629.jpg,S0083,2.0,0.931,"(451, 111, 68, 377)","[0.1114, 0.8277, 0.401, 0.1407]",True
ZJ002630,train_features/ZJ002630.jpg,S0018,3.0,0.643,"(431, 442, 44, 74)","[0.4562, 0.7907, 0.08541, 0.09629]",True
ZJ002631,train_features/ZJ002631.jpg,S0161,2.0,0.102,"(4, 4, 336, 133)","[0, 0, 0.2203, 0.9555]",True
ZJ002632,train_features/ZJ002632.jpg,S0027,3.0,0.947,"(270, 529, 86, 107)","[0.8203, 0.7388, 0.1796, 0.2611]",True
ZJ002633,train_features/ZJ002633.jpg,S0060,2.0,0.774,"(319, 272, 74, 179)","[0.2791, 0.5833, 0.1947, 0.1518]",True
ZJ002634,train_features/ZJ002634.jpg,S0014,4.0,0.964,"(113, 81, 243, 329)","[0.1203, 0.3027, 0.5265, 0.6972]",True
ZJ002635,train_features/ZJ002635.jpg,S0062,2.0,0.91,"(284, 639, 162, 224)","[0.6614, 0.5185, 0.2416, 0.3148]",True
ZJ002636,train_features/ZJ002636.jpg,S0049,3.0,0.588,"(94, 12, 64, 94)","[0.0125, 0.2499, 0.1593, 0.2]",True
ZJ002637,train_features/ZJ002637.jpg,S0101,1.0,0.0453,"(218, 346, 67, 167)","[0.5343, 0.5944, 0.2734, 0.2083]",True
ZJ002638,train_features/ZJ002638.jpg,S0019,0.0,0.933,"(329, 79, 190, 277)","[0.07812, 0.6018, 0.2968, 0.3666]",True
ZJ002639,train_features/ZJ002639.jpg,S0059,4.0,0.954,"(391, 424, 128, 532)","[0.4375, 0.7166, 0.5625, 0.2518]",True
ZJ002640,train_features/ZJ002640.jpg,S0030,1.0,0.362,"(305, 449, 41, 45)","[0.4635, 0.5574, 0.0552, 0.09074]",True
ZJ002641,train_features/ZJ002641.jpg,S0069,3.0,0.674,"(4, 393, 515, 80)","[0.4052, 0, 0.09166, 0.9685]",True
ZJ002642,train_features/ZJ002642.jpg,S0073,3.0,0.0363,"(161, 295, 81, 40)","[0.4546, 0.4361, 0.075, 0.2472]",True
ZJ002643,train_features/ZJ002643.jpg,S0027,3.0,0.902,"(73, 154, 219, 186)","[0.2343, 0.1916, 0.3031, 0.6305]",True
ZJ002644,train_features/ZJ002644.jpg,S0110,4.0,0.628,"(203, 591, 72, 45)","[0.9171, 0.5527, 0.08281, 0.2222]",True
ZJ002645,train_features/ZJ002645.jpg,S0060,2.0,0.699,"(327, 370, 96, 151)","[0.3812, 0.5981, 0.1656, 0.1925]",True
ZJ002646,train_features/ZJ002646.jpg,S0097,3.0,0.377,"(4, 155, 338, 481)","[0.2359, 0, 0.764, 0.9611]",True
ZJ002647,train_features/ZJ002647.jpg,S0085,4.0,0.938,"(100, 4, 239, 437)","[0, 0.2666, 0.6953, 0.6861]",True
ZJ002648,train_features/ZJ002648.jpg,S0014,4.0,0.757,"(136, 4, 220, 608)","[0, 0.3666, 0.9624, 0.6333]",True
ZJ002649,train_features/ZJ002649.jpg,S0133,0.0,0.826,"(132, 192, 86, 98)","[0.2937, 0.3555, 0.1656, 0.2611]",True
ZJ002650,train_features/ZJ002650.jpg,S0139,4.0,0.489,"(415, 4, 105, 66)","[0, 0.7611, 0.07708, 0.2092]",True
ZJ002651,train_features/ZJ002651.jpg,S0026,0.0,0.659,"(233, 23, 47, 209)","[0.02968, 0.6361, 0.339, 0.1527]",True
ZJ002652,train_features/ZJ002652.jpg,S0120,2.0,0.706,"(339, 417, 109, 242)","[0.4302, 0.6504, 0.2604, 0.2271]",True
ZJ002653,train_features/ZJ002653.jpg,S0032,3.0,0.414,"(177, 57, 57, 95)","[0.08281, 0.4805, 0.1609, 0.1805]",True
ZJ002654,train_features/ZJ002654.jpg,S0088,1.0,0.83,"(171, 368, 68, 96)","[0.5687, 0.4985, 0.1624, 0.2268]",True
ZJ002655,train_features/ZJ002655.jpg,S0043,3.0,0.0338,"(156, 164, 38, 89)","[0.25, 0.4537, 0.1515, 0.1373]",True
ZJ002656,train_features/ZJ002656.jpg,S0063,1.0,0.979,"(279, 4, 240, 264)","[0, 0.5092, 0.2833, 0.4592]",True
ZJ002657,train_features/ZJ002657.jpg,S0160,0.0,0.036,"(81, 292, 46, 27)","[0.4499, 0.2138, 0.05468, 0.15]",True
ZJ002658,train_features/ZJ002658.jpg,S0053,3.0,0.848,"(308, 271, 127, 79)","[0.2781, 0.5629, 0.09062, 0.25]",True
ZJ002659,train_features/ZJ002659.jpg,S0060,2.0,0.188,"(318, 282, 101, 203)","[0.2895, 0.5814, 0.2197, 0.2018]",True
ZJ002660,train_features/ZJ002660.jpg,S0014,4.0,0.175,"(5, 4, 350, 292)","[0, 0.002777, 0.4687, 0.9944]",True
ZJ002661,train_features/ZJ002661.jpg,S0009,0.0,0.00558,"(156, 72, 89, 51)","[0.1062, 0.4222, 0.09218, 0.2694]",True
ZJ002662,train_features/ZJ002662.jpg,S0022,0.0,0.216,"(241, 4, 115, 144)","[0, 0.6583, 0.2374, 0.3416]",True
ZJ002663,train_features/ZJ002663.jpg,S0009,0.0,0.936,"(162, 4, 119, 78)","[0, 0.4388, 0.1343, 0.3527]",True
ZJ002664,train_features/ZJ002664.jpg,S0029,4.0,0.459,"(387, 567, 38, 73)","[0.5864, 0.7092, 0.08437, 0.08518]",True
ZJ002665,train_features/ZJ002665.jpg,S0059,4.0,0.516,"(489, 64, 31, 411)","[0.0625, 0.8981, 0.4364, 0.07222]",True
ZJ002666,train_features/ZJ002666.jpg,S0036,0.0,0.884,"(196, 372, 55, 61)","[0.5749, 0.5333, 0.1078, 0.1749]",True
ZJ002667,train_features/ZJ002667.jpg,S0081,1.0,0.498,"(306, 107, 159, 164)","[0.1072, 0.5592, 0.1791, 0.3092]",True
ZJ002668,train_features/ZJ002668.jpg,S0185,0.0,0.00681,"(104, 4, 20, 27)","[0, 0.4166, 0.09722, 0.1166]",True
ZJ002669,train_features/ZJ002669.jpg,S0120,2.0,0.802,"(266, 292, 191, 134)","[0.2999, 0.4851, 0.1479, 0.3685]",True
ZJ002670,train_features/ZJ002670.jpg,S0023,2.0,0.851,"(243, 404, 56, 106)","[0.625, 0.6638, 0.1781, 0.1777]",True
ZJ002671,train_features/ZJ002671.jpg,S0141,3.0,0.678,"(205, 148, 53, 31)","[0.225, 0.5999, 0.06093, 0.182]",True
ZJ002672,train_features/ZJ002672.jpg,S0164,4.0,0.902,"(176, 154, 60, 146)","[0.4166, 0.7166, 0.4277, 0.2833]",True
ZJ002673,train_features/ZJ002673.jpg,S0036,0.0,0.942,"(133, 4, 206, 632)","[0, 0.3583, 1.0, 0.5944]",True
ZJ002674,train_features/ZJ002674.jpg,S0071,1.0,0.0598,"(125, 159, 78, 76)","[0.1614, 0.224, 0.08749, 0.1592]",True
ZJ002675,train_features/ZJ002675.jpg,S0009,0.0,,,,False
ZJ002676,train_features/ZJ002676.jpg,S0096,3.0,0.73,"(88, 136, 267, 500)","[0.2062, 0.2333, 0.7937, 0.7638]",True
ZJ002677,train_features/ZJ002677.jpg,S0021,2.0,0.513,"(175, 457, 62, 73)","[0.7078, 0.475, 0.1265, 0.1944]",True
ZJ002678,train_features/ZJ002678.jpg,S0038,1.0,0.0731,"(228, 783, 290, 173)","[0.8114, 0.4148, 0.1885, 0.5518]",True
ZJ002679,train_features/ZJ002679.jpg,S0036,0.0,0.387,"(261, 366, 25, 53)","[0.5656, 0.7138, 0.09531, 0.09166]",True
ZJ002680,train_features/ZJ002680.jpg,S0185,0.0,0.14,"(4, 5, 326, 630)","[0.001562, 0, 0.9968, 0.997]",True
ZJ002681,train_features/ZJ002681.jpg,S0009,0.0,0.799,"(161, 4, 106, 104)","[0, 0.4361, 0.1749, 0.3166]",True
ZJ002682,train_features/ZJ002682.jpg,S0122,0.0,0.566,"(273, 410, 66, 226)","[0.6343, 0.7472, 0.3656, 0.2055]",True
ZJ002683,train_features/ZJ002683.jpg,S0088,1.0,,,,False
ZJ002684,train_features/ZJ002684.jpg,S0061,1.0,0.00804,"(327, 577, 51, 77)","[0.5968, 0.5981, 0.08854, 0.1092]",True
ZJ002685,train_features/ZJ002685.jpg,S0053,3.0,0.0379,"(243, 789, 60, 24)","[0.8177, 0.4425, 0.03333, 0.1259]",True
ZJ002686,train_features/ZJ002686.jpg,S0032,3.0,0.967,"(78, 4, 236, 227)","[0, 0.2055, 0.3671, 0.6777]",True
ZJ002687,train_features/ZJ002687.jpg,S0088,1.0,0.596,"(130, 455, 99, 151)","[0.7046, 0.35, 0.2484, 0.2972]",True
ZJ002688,train_features/ZJ002688.jpg,S0036,0.0,0.863,"(284, 394, 56, 82)","[0.6093, 0.7777, 0.1406, 0.1777]",True
ZJ002689,train_features/ZJ002689.jpg,S0043,3.0,0.598,"(4, 320, 326, 316)","[0.4937, 0, 0.5062, 0.997]",True
ZJ002690,train_features/ZJ002690.jpg,S0085,4.0,0.02,"(193, 126, 26, 48)","[0.1906, 0.525, 0.08749, 0.09444]",True
ZJ002691,train_features/ZJ002691.jpg,S0009,0.0,0.692,"(229, 369, 36, 110)","[0.5703, 0.6249, 0.1843, 0.1222]",True
ZJ002692,train_features/ZJ002692.jpg,S0043,3.0,0.00735,"(101, 503, 84, 133)","[0.7796, 0.2895, 0.2203, 0.2746]",True
ZJ002693,train_features/ZJ002693.jpg,S0063,1.0,0.735,"(192, 809, 105, 84)","[0.8385, 0.3481, 0.09583, 0.2092]",True
ZJ002694,train_features/ZJ002694.jpg,S0136,0.0,,,,False
ZJ002695,train_features/ZJ002695.jpg,S0183,0.0,0.0127,"(119, 248, 67, 23)","[0.6777, 0.4791, 0.08611, 0.3125]",True
ZJ002696,train_features/ZJ002696.jpg,S0084,0.0,0.951,"(390, 503, 130, 354)","[0.5197, 0.7148, 0.377, 0.2555]",True
ZJ002697,train_features/ZJ002697.jpg,S0018,3.0,,,,False
ZJ002698,train_features/ZJ002698.jpg,S0038,1.0,0.198,"(476, 197, 45, 596)","[0.201, 0.874, 0.6291, 0.09814]",True
ZJ002699,train_features/ZJ002699.jpg,S0167,4.0,0.0992,"(81, 306, 16, 6)","[0.8388, 0.3208, 0.03888, 0.1]",True
ZJ002700,train_features/ZJ002700.jpg,S0184,0.0,0.88,"(445, 375, 75, 91)","[0.3864, 0.8166, 0.1031, 0.1537]",True
ZJ002701,train_features/ZJ002701.jpg,S0155,1.0,0.406,"(414, 499, 79, 142)","[0.5156, 0.7592, 0.1562, 0.1611]",True
ZJ002702,train_features/ZJ002702.jpg,S0108,0.0,0.966,"(205, 4, 134, 170)","[0, 0.5583, 0.2781, 0.3944]",True
ZJ002703,train_features/ZJ002703.jpg,S0020,4.0,0.892,"(306, 448, 134, 183)","[0.4625, 0.5592, 0.1989, 0.2629]",True
ZJ002704,train_features/ZJ002704.jpg,S0043,3.0,0.392,"(211, 363, 32, 122)","[0.5609, 0.575, 0.2031, 0.1111]",True
ZJ002705,train_features/ZJ002705.jpg,S0095,2.0,0.818,"(404, 4, 115, 132)","[0, 0.7407, 0.1458, 0.2277]",True
ZJ002706,train_features/ZJ002706.jpg,S0063,1.0,0.907,"(316, 219, 201, 99)","[0.2239, 0.5777, 0.1114, 0.387]",True
ZJ002707,train_features/ZJ002707.jpg,S0070,1.0,0.904,"(356, 261, 163, 341)","[0.2677, 0.6518, 0.3635, 0.3166]",True
ZJ002708,train_features/ZJ002708.jpg,S0043,3.0,0.246,"(209, 4, 95, 87)","[0, 0.5694, 0.1484, 0.2861]",True
ZJ002709,train_features/ZJ002709.jpg,S0170,1.0,0.325,"(161, 131, 34, 77)","[0.3527, 0.6541, 0.2361, 0.1749]",True
ZJ002710,train_features/ZJ002710.jpg,S0096,3.0,0.0837,"(100, 378, 84, 57)","[0.5843, 0.2666, 0.1015, 0.2555]",True
ZJ002711,train_features/ZJ002711.jpg,S0186,4.0,0.65,"(295, 108, 69, 131)","[0.1083, 0.5388, 0.1447, 0.1425]",True
ZJ002712,train_features/ZJ002712.jpg,S0117,4.0,,,,False
ZJ002713,train_features/ZJ002713.jpg,S0136,0.0,0.606,"(229, 110, 110, 235)","[0.1656, 0.6249, 0.3796, 0.3277]",True
ZJ002714,train_features/ZJ002714.jpg,S0051,4.0,0.826,"(380, 233, 108, 112)","[0.2385, 0.6962, 0.125, 0.2148]",True
ZJ002715,train_features/ZJ002715.jpg,S0023,2.0,0.00942,"(280, 4, 51, 30)","[0, 0.8238, 0.05937, 0.1761]",True
ZJ002716,train_features/ZJ002716.jpg,S0009,0.0,0.962,"(164, 32, 176, 119)","[0.04374, 0.4444, 0.1984, 0.5111]",True
ZJ002717,train_features/ZJ002717.jpg,S0077,1.0,0.0908,"(249, 247, 57, 24)","[0.3796, 0.6805, 0.05, 0.1805]",True
ZJ002718,train_features/ZJ002718.jpg,S0193,0.0,0.558,"(137, 137, 44, 37)","[0.3694, 0.5541, 0.125, 0.2166]",True
ZJ002719,train_features/ZJ002719.jpg,S0170,1.0,0.577,"(30, 4, 205, 352)","[0, 0.1083, 1.0, 0.8874]",True
ZJ002720,train_features/ZJ002720.jpg,S0036,0.0,0.886,"(194, 275, 146, 152)","[0.4234, 0.5277, 0.25, 0.4277]",True
ZJ002721,train_features/ZJ002721.jpg,S0027,3.0,0.0117,"(239, 611, 47, 25)","[0.9484, 0.6527, 0.05156, 0.1527]",True
ZJ002722,train_features/ZJ002722.jpg,S0009,0.0,0.0896,"(234, 526, 58, 23)","[0.8156, 0.6388, 0.04843, 0.1833]",True
ZJ002723,train_features/ZJ002723.jpg,S0120,2.0,0.344,"(302, 326, 66, 82)","[0.3354, 0.5518, 0.09375, 0.137]",True
ZJ002724,train_features/ZJ002724.jpg,S0089,3.0,0.8,"(274, 387, 65, 111)","[0.5984, 0.7499, 0.1859, 0.2027]",True
ZJ002725,train_features/ZJ002725.jpg,S0083,2.0,0.667,"(4, 5, 515, 848)","[0.001041, 0, 0.8916, 0.9685]",True
ZJ002726,train_features/ZJ002726.jpg,S0185,0.0,,,,False
ZJ002727,train_features/ZJ002727.jpg,S0038,1.0,0.125,"(4, 4, 507, 951)","[0, 0, 0.9989, 1.0]",True
ZJ002728,train_features/ZJ002728.jpg,S0029,4.0,0.617,"(340, 580, 58, 134)","[0.6, 0.6524, 0.1479, 0.1281]",True
ZJ002729,train_features/ZJ002729.jpg,S0009,0.0,0.962,"(164, 20, 175, 130)","[0.02499, 0.4444, 0.2156, 0.5083]",True
ZJ002730,train_features/ZJ002730.jpg,S0005,4.0,0.623,"(339, 130, 17, 69)","[0.1968, 0.9305, 0.1203, 0.06944]",True
ZJ002731,train_features/ZJ002731.jpg,S0183,0.0,0.013,"(70, 88, 33, 15)","[0.2333, 0.275, 0.06388, 0.1708]",True
ZJ002732,train_features/ZJ002732.jpg,S0069,3.0,0.195,"(4, 421, 514, 110)","[0.4343, 0, 0.1229, 0.9666]",True
ZJ002733,train_features/ZJ002733.jpg,S0164,4.0,0.394,"(203, 210, 17, 41)","[0.5722, 0.8291, 0.1361, 0.1041]",True
ZJ002734,train_features/ZJ002734.jpg,S0101,1.0,0.00914,"(214, 605, 125, 31)","[0.939, 0.5833, 0.06093, 0.3694]",True
ZJ002735,train_features/ZJ002735.jpg,S0170,1.0,,,,False
ZJ002736,train_features/ZJ002736.jpg,S0060,2.0,0.0379,"(292, 493, 55, 53)","[0.5093, 0.5333, 0.06354, 0.1166]",True
ZJ002737,train_features/ZJ002737.jpg,S0021,2.0,0.202,"(150, 84, 99, 185)","[0.125, 0.4358, 0.3015, 0.3194]",True
ZJ002738,train_features/ZJ002738.jpg,S0008,4.0,0.0821,"(238, 4, 101, 129)","[0, 0.6499, 0.214, 0.3027]",True
ZJ002739,train_features/ZJ002739.jpg,S0096,3.0,0.626,"(127, 379, 56, 30)","[0.5859, 0.3416, 0.05937, 0.1777]",True
ZJ002740,train_features/ZJ002740.jpg,S0127,3.0,0.945,"(228, 195, 107, 154)","[0.2984, 0.6222, 0.2531, 0.3194]",True
ZJ002741,train_features/ZJ002741.jpg,S0093,1.0,,,,False
ZJ002742,train_features/ZJ002742.jpg,S0133,0.0,0.0933,"(163, 325, 49, 42)","[0.5015, 0.4416, 0.07812, 0.1583]",True
ZJ002743,train_features/ZJ002743.jpg,S0051,4.0,0.0983,"(238, 943, 94, 13)","[0.9781, 0.4333, 0.02187, 0.1888]",True
ZJ002744,train_features/ZJ002744.jpg,S0060,2.0,0.759,"(308, 279, 82, 266)","[0.2864, 0.5629, 0.2854, 0.1666]",True
ZJ002745,train_features/ZJ002745.jpg,S0080,1.0,,,,False
ZJ002746,train_features/ZJ002746.jpg,S0030,1.0,0.0347,"(325, 822, 40, 42)","[0.852, 0.5944, 0.05208, 0.08888]",True
ZJ002747,train_features/ZJ002747.jpg,S0002,4.0,0.591,"(329, 285, 11, 105)","[0.439, 0.9027, 0.1765, 0.05277]",True
ZJ002748,train_features/ZJ002748.jpg,S0184,0.0,0.869,"(326, 825, 104, 131)","[0.8552, 0.5962, 0.1447, 0.2074]",True
ZJ002749,train_features/ZJ002749.jpg,S0141,3.0,0.081,"(265, 219, 19, 29)","[0.3359, 0.7249, 0.05781, 0.075]",True
ZJ002750,train_features/ZJ002750.jpg,S0157,0.0,0.728,"(154, 4, 113, 91)","[0, 0.4166, 0.1546, 0.3361]",True
ZJ002751,train_features/ZJ002751.jpg,S0107,1.0,,,,False
ZJ002752,train_features/ZJ002752.jpg,S0008,4.0,0.402,"(233, 4, 106, 123)","[0, 0.6361, 0.2046, 0.3166]",True
ZJ002753,train_features/ZJ002753.jpg,S0083,2.0,0.871,"(376, 491, 143, 193)","[0.5072, 0.6888, 0.2093, 0.2796]",True
ZJ002754,train_features/ZJ002754.jpg,S0014,4.0,0.925,"(169, 334, 112, 155)","[0.5156, 0.4583, 0.2546, 0.3333]",True
ZJ002755,train_features/ZJ002755.jpg,S0120,2.0,0.678,"(245, 382, 61, 182)","[0.3937, 0.4462, 0.1979, 0.1277]",True
ZJ002756,train_features/ZJ002756.jpg,S0101,1.0,0.913,"(120, 198, 162, 176)","[0.3031, 0.3222, 0.2874, 0.4722]",True
ZJ002757,train_features/ZJ002757.jpg,S0043,3.0,0.706,"(4, 455, 336, 181)","[0.7046, 0, 0.2953, 0.9555]",True
ZJ002758,train_features/ZJ002758.jpg,S0020,4.0,0.764,"(346, 446, 97, 113)","[0.4604, 0.6333, 0.126, 0.1944]",True
ZJ002759,train_features/ZJ002759.jpg,S0024,2.0,0.0247,"(153, 345, 74, 29)","[0.5328, 0.4447, 0.05781, 0.2447]",True
ZJ002760,train_features/ZJ002760.jpg,S0120,2.0,0.753,"(220, 238, 222, 197)","[0.2437, 0.3999, 0.2135, 0.4259]",True
ZJ002761,train_features/ZJ002761.jpg,S0104,1.0,0.546,"(239, 213, 76, 108)","[0.3265, 0.6527, 0.1812, 0.2333]",True
ZJ002762,train_features/ZJ002762.jpg,S0104,1.0,0.838,"(258, 97, 80, 89)","[0.1453, 0.7055, 0.1515, 0.2444]",True
ZJ002763,train_features/ZJ002763.jpg,S0049,3.0,0.907,"(126, 4, 172, 288)","[0, 0.3641, 0.4625, 0.5373]",True
ZJ002764,train_features/ZJ002764.jpg,S0060,2.0,0.969,"(331, 4, 189, 256)","[0, 0.6055, 0.275, 0.3648]",True
ZJ002765,train_features/ZJ002765.jpg,S0038,1.0,0.00877,"(4, 771, 505, 185)","[0.7989, 0, 0.201, 0.9961]",True
ZJ002766,train_features/ZJ002766.jpg,S0060,2.0,0.851,"(328, 447, 92, 259)","[0.4614, 0.6, 0.2781, 0.1851]",True
ZJ002767,train_features/ZJ002767.jpg,S0060,2.0,0.848,"(290, 681, 64, 208)","[0.7052, 0.5296, 0.2249, 0.1333]",True
ZJ002768,train_features/ZJ002768.jpg,S0184,0.0,0.938,"(213, 212, 171, 232)","[0.2166, 0.387, 0.25, 0.3314]",True
ZJ002769,train_features/ZJ002769.jpg,S0022,0.0,0.632,"(202, 166, 66, 122)","[0.2531, 0.55, 0.2031, 0.2055]",True
ZJ002770,train_features/ZJ002770.jpg,S0085,4.0,0.619,"(195, 296, 78, 114)","[0.4562, 0.5305, 0.1906, 0.2388]",True
ZJ002771,train_features/ZJ002771.jpg,S0110,4.0,0.0141,"(153, 487, 121, 100)","[0.7546, 0.4138, 0.1687, 0.3583]",True
ZJ002772,train_features/ZJ002772.jpg,S0009,0.0,0.903,"(151, 254, 109, 97)","[0.3906, 0.4083, 0.164, 0.3249]",True
ZJ002773,train_features/ZJ002773.jpg,S0089,3.0,0.886,"(303, 189, 37, 207)","[0.289, 0.8305, 0.3359, 0.125]",True
ZJ002774,train_features/ZJ002774.jpg,S0077,1.0,0.0137,"(217, 422, 15, 40)","[0.6531, 0.5916, 0.075, 0.06388]",True
ZJ002775,train_features/ZJ002775.jpg,S0030,1.0,0.825,"(253, 530, 167, 93)","[0.5479, 0.4611, 0.1052, 0.324]",True
ZJ002776,train_features/ZJ002776.jpg,S0042,3.0,0.0074,"(209, 4, 76, 6)","[0, 0.5694, 0.02187, 0.2333]",True
ZJ002777,train_features/ZJ002777.jpg,S0136,0.0,0.291,"(247, 413, 92, 95)","[0.639, 0.675, 0.1609, 0.2777]",True
ZJ002778,train_features/ZJ002778.jpg,S0093,1.0,0.925,"(285, 680, 233, 276)","[0.7041, 0.5203, 0.2958, 0.4462]",True
ZJ002779,train_features/ZJ002779.jpg,S0069,3.0,0.513,"(4, 391, 515, 83)","[0.4031, 0, 0.09479, 0.9685]",True
ZJ002780,train_features/ZJ002780.jpg,S0062,2.0,0.961,"(225, 346, 125, 271)","[0.3562, 0.4092, 0.2906, 0.2462]",True
ZJ002781,train_features/ZJ002781.jpg,S0129,1.0,0.964,"(201, 242, 138, 217)","[0.3718, 0.5472, 0.3515, 0.4055]",True
ZJ002782,train_features/ZJ002782.jpg,S0053,3.0,0.982,"(277, 4, 242, 433)","[0, 0.5055, 0.4593, 0.4629]",True
ZJ002783,train_features/ZJ002783.jpg,S0123,0.0,,,,False
ZJ002784,train_features/ZJ002784.jpg,S0060,2.0,0.246,"(302, 4, 89, 284)","[0, 0.5518, 0.3041, 0.1796]",True
