id,filepath,site,conf,bbox,bbox_normalized,bbox_true
ZJ018001,test_features/ZJ018001.jpg,S0199,0.0621,"(140, 57, 30, 123)","[0.1472, 0.5666, 0.3638, 0.1583]",True
ZJ018002,test_features/ZJ018002.jpg,S0033,0.677,"(187, 83, 41, 32)","[0.1234, 0.5083, 0.0625, 0.1361]",True
ZJ018003,test_features/ZJ018003.jpg,S0194,0.149,"(93, 90, 32, 9)","[0.2388, 0.3708, 0.04722, 0.1666]",True
ZJ018004,test_features/ZJ018004.jpg,S0145,0.616,"(472, 914, 47, 42)","[0.9479, 0.8666, 0.05208, 0.1018]",True
ZJ018005,test_features/ZJ018005.jpg,S0067,0.803,"(171, 4, 75, 109)","[0, 0.4638, 0.1828, 0.2305]",True
ZJ018006,test_features/ZJ018006.jpg,S0100,0.912,"(231, 133, 108, 101)","[0.2015, 0.6305, 0.1703, 0.3222]",True
ZJ018007,test_features/ZJ018007.jpg,S0072,0.341,"(457, 438, 62, 144)","[0.452, 0.8388, 0.1583, 0.1296]",True
ZJ018008,test_features/ZJ018008.jpg,S0082,0.632,"(249, 43, 200, 143)","[0.04062, 0.4537, 0.1572, 0.3851]",True
ZJ018009,test_features/ZJ018009.jpg,S0126,0.685,"(419, 515, 68, 166)","[0.5322, 0.7685, 0.1812, 0.1407]",True
ZJ018010,test_features/ZJ018010.jpg,S0199,0.103,"(50, 89, 28, 5)","[0.2361, 0.1916, 0.03611, 0.15]",True
ZJ018011,test_features/ZJ018011.jpg,S0040,0.806,"(158, 495, 135, 170)","[0.5114, 0.2851, 0.1854, 0.2648]",True
ZJ018012,test_features/ZJ018012.jpg,S0199,0.0343,"(140, 64, 28, 113)","[0.1666, 0.5666, 0.3361, 0.15]",True
ZJ018013,test_features/ZJ018013.jpg,S0082,0.519,"(177, 322, 111, 72)","[0.3312, 0.3203, 0.08333, 0.2203]",True
ZJ018014,test_features/ZJ018014.jpg,S0040,0.802,"(192, 365, 107, 130)","[0.376, 0.3481, 0.1437, 0.2129]",True
ZJ018015,test_features/ZJ018015.jpg,S0116,0.812,"(214, 281, 125, 205)","[0.4328, 0.5833, 0.3328, 0.3694]",True
ZJ018016,test_features/ZJ018016.jpg,S0072,0.961,"(448, 458, 72, 223)","[0.4729, 0.8222, 0.2406, 0.1481]",True
ZJ018017,test_features/ZJ018017.jpg,S0072,0.226,"(322, 328, 60, 82)","[0.3375, 0.5888, 0.09375, 0.1259]",True
ZJ018018,test_features/ZJ018018.jpg,S0086,0.294,"(80, 27, 55, 69)","[0.07187, 0.3166, 0.2406, 0.2624]",True
ZJ018019,test_features/ZJ018019.jpg,S0012,0.703,"(277, 491, 90, 118)","[0.5072, 0.5055, 0.1312, 0.1814]",True
ZJ018020,test_features/ZJ018020.jpg,S0162,0.565,"(289, 390, 113, 89)","[0.402, 0.5277, 0.101, 0.224]",True
ZJ018021,test_features/ZJ018021.jpg,S0033,0.925,"(234, 4, 89, 82)","[0, 0.6388, 0.1406, 0.2694]",True
ZJ018022,test_features/ZJ018022.jpg,S0142,0.00897,"(178, 4, 52, 42)","[0, 0.5194, 0.07812, 0.1791]",True
ZJ018023,test_features/ZJ018023.jpg,S0126,0.935,"(413, 502, 79, 169)","[0.5187, 0.7574, 0.1843, 0.1611]",True
ZJ018024,test_features/ZJ018024.jpg,S0116,0.582,"(262, 102, 45, 56)","[0.1531, 0.7166, 0.1, 0.1472]",True
ZJ018025,test_features/ZJ018025.jpg,S0128,0.907,"(257, 277, 82, 49)","[0.4265, 0.7027, 0.08906, 0.25]",True
ZJ018026,test_features/ZJ018026.jpg,S0100,,,,False
ZJ018027,test_features/ZJ018027.jpg,S0086,0.573,"(297, 4, 34, 147)","[0, 0.8746, 0.2421, 0.1253]",True
ZJ018028,test_features/ZJ018028.jpg,S0040,0.216,"(297, 4, 223, 688)","[0, 0.5425, 0.725, 0.4277]",True
ZJ018029,test_features/ZJ018029.jpg,S0086,0.319,"(98, 202, 50, 52)","[0.6187, 0.3916, 0.1875, 0.2416]",True
ZJ018030,test_features/ZJ018030.jpg,S0199,,,,False
ZJ018031,test_features/ZJ018031.jpg,S0040,0.441,"(248, 433, 57, 180)","[0.4468, 0.4518, 0.1958, 0.1203]",True
ZJ018032,test_features/ZJ018032.jpg,S0052,0.0729,"(229, 646, 150, 162)","[0.6687, 0.4166, 0.177, 0.2925]",True
ZJ018033,test_features/ZJ018033.jpg,S0072,0.886,"(315, 376, 124, 127)","[0.3874, 0.5759, 0.1406, 0.2444]",True
ZJ018034,test_features/ZJ018034.jpg,S0116,0.826,"(209, 346, 130, 205)","[0.5343, 0.5694, 0.3328, 0.3833]",True
ZJ018035,test_features/ZJ018035.jpg,S0037,0.911,"(190, 490, 135, 146)","[0.7593, 0.5166, 0.2406, 0.3972]",True
ZJ018036,test_features/ZJ018036.jpg,S0072,0.776,"(346, 405, 173, 193)","[0.4177, 0.6333, 0.2093, 0.3351]",True
ZJ018037,test_features/ZJ018037.jpg,S0116,0.604,"(299, 258, 32, 95)","[0.3968, 0.8805, 0.1609, 0.1194]",True
ZJ018038,test_features/ZJ018038.jpg,S0114,0.347,"(17, 5, 314, 631)","[0.001562, 0.0388, 0.9984, 0.9611]",True
ZJ018039,test_features/ZJ018039.jpg,S0039,0.73,"(330, 276, 138, 82)","[0.2833, 0.6037, 0.09375, 0.2703]",True
ZJ018040,test_features/ZJ018040.jpg,S0142,0.0113,"(269, 4, 18, 11)","[0, 0.7361, 0.02968, 0.07222]",True
ZJ018041,test_features/ZJ018041.jpg,S0041,0.73,"(13, 4, 317, 587)","[0, 0.02686, 0.9296, 0.9701]",True
ZJ018042,test_features/ZJ018042.jpg,S0064,0.0216,"(328, 763, 93, 193)","[0.7906, 0.6, 0.2093, 0.187]",True
ZJ018043,test_features/ZJ018043.jpg,S0116,0.894,"(276, 328, 64, 64)","[0.5062, 0.7555, 0.1124, 0.2]",True
ZJ018044,test_features/ZJ018044.jpg,S0040,0.401,"(290, 4, 229, 687)","[0, 0.5296, 0.7239, 0.4388]",True
ZJ018045,test_features/ZJ018045.jpg,S0086,0.45,"(79, 36, 65, 61)","[0.1, 0.3125, 0.2156, 0.3041]",True
ZJ018046,test_features/ZJ018046.jpg,S0082,0.556,"(265, 210, 232, 643)","[0.2145, 0.4833, 0.6781, 0.4444]",True
ZJ018047,test_features/ZJ018047.jpg,S0162,,,,False
ZJ018048,test_features/ZJ018048.jpg,S0132,0.0313,"(4, 4, 351, 77)","[0, 0, 0.1328, 0.9972]",True
ZJ018049,test_features/ZJ018049.jpg,S0041,0.69,"(168, 497, 83, 122)","[0.7703, 0.4555, 0.2031, 0.2527]",True
ZJ018050,test_features/ZJ018050.jpg,S0040,0.37,"(291, 5, 228, 951)","[0.001041, 0.5314, 0.9989, 0.437]",True
ZJ018051,test_features/ZJ018051.jpg,S0052,0.0115,"(234, 4, 56, 57)","[0, 0.4259, 0.0677, 0.1185]",True
ZJ018052,test_features/ZJ018052.jpg,S0091,0.893,"(319, 588, 200, 307)","[0.6083, 0.5833, 0.3281, 0.3851]",True
ZJ018053,test_features/ZJ018053.jpg,S0064,0.634,"(300, 315, 58, 161)","[0.3239, 0.5481, 0.176, 0.1222]",True
ZJ018054,test_features/ZJ018054.jpg,S0039,,,,False
ZJ018055,test_features/ZJ018055.jpg,S0040,0.564,"(281, 4, 234, 952)","[0, 0.5129, 1.0, 0.4481]",True
ZJ018056,test_features/ZJ018056.jpg,S0114,0.0466,"(216, 341, 49, 17)","[0.5265, 0.6328, 0.03906, 0.1701]",True
ZJ018057,test_features/ZJ018057.jpg,S0116,0.287,"(271, 395, 42, 49)","[0.6109, 0.7416, 0.08906, 0.1388]",True
ZJ018058,test_features/ZJ018058.jpg,S0091,0.899,"(308, 649, 190, 120)","[0.6718, 0.5629, 0.1333, 0.3666]",True
ZJ018059,test_features/ZJ018059.jpg,S0128,0.874,"(218, 231, 41, 45)","[0.3546, 0.5944, 0.08281, 0.1361]",True
ZJ018060,test_features/ZJ018060.jpg,S0033,0.638,"(121, 595, 124, 41)","[0.9234, 0.3249, 0.07656, 0.3666]",True
ZJ018061,test_features/ZJ018061.jpg,S0040,0.109,"(132, 860, 146, 95)","[0.8916, 0.237, 0.1072, 0.2851]",True
ZJ018062,test_features/ZJ018062.jpg,S0039,0.796,"(332, 554, 131, 226)","[0.5729, 0.6074, 0.2437, 0.2574]",True
ZJ018063,test_features/ZJ018063.jpg,S0067,0.572,"(198, 269, 53, 108)","[0.414, 0.5388, 0.1812, 0.1694]",True
ZJ018064,test_features/ZJ018064.jpg,S0040,0.947,"(301, 309, 219, 647)","[0.3177, 0.5499, 0.6822, 0.4203]",True
ZJ018065,test_features/ZJ018065.jpg,S0040,0.769,"(283, 90, 81, 188)","[0.08958, 0.5166, 0.2041, 0.1648]",True
ZJ018066,test_features/ZJ018066.jpg,S0012,0.0576,"(4, 461, 515, 476)","[0.476, 0, 0.5041, 0.9685]",True
ZJ018067,test_features/ZJ018067.jpg,S0100,0.0191,"(4, 4, 336, 632)","[0, 0, 1.0, 0.9555]",True
ZJ018068,test_features/ZJ018068.jpg,S0048,0.936,"(197, 595, 142, 41)","[0.9234, 0.5361, 0.07656, 0.4166]",True
ZJ018069,test_features/ZJ018069.jpg,S0033,0.653,"(99, 359, 165, 199)","[0.5546, 0.2638, 0.3234, 0.4805]",True
ZJ018070,test_features/ZJ018070.jpg,S0103,0.00773,"(241, 99, 47, 41)","[0.1484, 0.6583, 0.07656, 0.1527]",True
ZJ018071,test_features/ZJ018071.jpg,S0040,0.889,"(202, 317, 89, 202)","[0.326, 0.3666, 0.2187, 0.1796]",True
ZJ018072,test_features/ZJ018072.jpg,S0142,0.0343,"(176, 4, 58, 36)","[0, 0.4777, 0.06875, 0.1833]",True
ZJ018073,test_features/ZJ018073.jpg,S0055,0.87,"(96, 180, 195, 318)","[0.275, 0.2555, 0.5093, 0.5638]",True
ZJ018074,test_features/ZJ018074.jpg,S0168,0.932,"(156, 122, 80, 168)","[0.3277, 0.6333, 0.4888, 0.3666]",True
ZJ018075,test_features/ZJ018075.jpg,S0086,0.355,"(103, 54, 39, 49)","[0.1562, 0.4125, 0.1781, 0.1958]",True
ZJ018076,test_features/ZJ018076.jpg,S0199,0.0445,"(122, 93, 16, 20)","[0.2472, 0.4916, 0.07777, 0.1]",True
ZJ018077,test_features/ZJ018077.jpg,S0064,0.234,"(399, 651, 121, 305)","[0.6739, 0.7314, 0.326, 0.2388]",True
ZJ018078,test_features/ZJ018078.jpg,S0128,0.829,"(190, 328, 102, 48)","[0.5062, 0.5166, 0.08749, 0.3055]",True
ZJ018079,test_features/ZJ018079.jpg,S0072,0.143,"(350, 223, 48, 31)","[0.2281, 0.6718, 0.04062, 0.1087]",True
ZJ018080,test_features/ZJ018080.jpg,S0162,0.76,"(374, 4, 121, 84)","[0, 0.6851, 0.09583, 0.2388]",True
ZJ018081,test_features/ZJ018081.jpg,S0012,0.796,"(300, 646, 218, 308)","[0.6687, 0.5481, 0.3291, 0.4185]",True
ZJ018082,test_features/ZJ018082.jpg,S0114,,,,False
ZJ018083,test_features/ZJ018083.jpg,S0128,0.862,"(220, 223, 65, 77)","[0.3421, 0.6, 0.1328, 0.2027]",True
ZJ018084,test_features/ZJ018084.jpg,S0111,0.802,"(183, 373, 41, 56)","[0.5765, 0.4972, 0.1, 0.1361]",True
ZJ018085,test_features/ZJ018085.jpg,S0040,0.0746,"(200, 331, 100, 333)","[0.3406, 0.3629, 0.3552, 0.2]",True
ZJ018086,test_features/ZJ018086.jpg,S0040,0.154,"(288, 5, 231, 951)","[0.001041, 0.5259, 0.9989, 0.4425]",True
ZJ018087,test_features/ZJ018087.jpg,S0082,0.695,"(168, 321, 120, 64)","[0.3302, 0.3037, 0.075, 0.237]",True
ZJ018088,test_features/ZJ018088.jpg,S0040,0.952,"(289, 841, 90, 79)","[0.8718, 0.5277, 0.09062, 0.1814]",True
ZJ018089,test_features/ZJ018089.jpg,S0114,0.0162,"(242, 4, 97, 58)","[0, 0.6611, 0.1031, 0.2916]",True
ZJ018090,test_features/ZJ018090.jpg,S0116,0.535,"(289, 338, 36, 35)","[0.5218, 0.7916, 0.06718, 0.1222]",True
ZJ018091,test_features/ZJ018091.jpg,S0040,0.439,"(289, 4, 230, 657)","[0, 0.5277, 0.6927, 0.4407]",True
ZJ018092,test_features/ZJ018092.jpg,S0055,0.909,"(220, 4, 119, 193)","[0, 0.5999, 0.314, 0.3527]",True
ZJ018093,test_features/ZJ018093.jpg,S0162,0.917,"(187, 456, 244, 472)","[0.4708, 0.3388, 0.5, 0.4666]",True
ZJ018094,test_features/ZJ018094.jpg,S0012,0.00778,"(6, 10, 511, 946)","[0.00625, 0.003703, 0.9937, 0.9611]",True
ZJ018095,test_features/ZJ018095.jpg,S0168,0.45,"(197, 4, 39, 121)","[0, 0.8041, 0.3583, 0.1958]",True
ZJ018096,test_features/ZJ018096.jpg,S0086,0.187,"(194, 138, 29, 80)","[0.2093, 0.5671, 0.1375, 0.1104]",True
ZJ018097,test_features/ZJ018097.jpg,S0111,0.711,"(99, 474, 81, 105)","[0.7343, 0.2638, 0.1765, 0.2472]",True
ZJ018098,test_features/ZJ018098.jpg,S0064,0.437,"(289, 678, 149, 141)","[0.702, 0.5277, 0.1552, 0.2907]",True
ZJ018099,test_features/ZJ018099.jpg,S0033,0.922,"(73, 246, 264, 390)","[0.3781, 0.1916, 0.6218, 0.7555]",True
ZJ018100,test_features/ZJ018100.jpg,S0116,0.907,"(282, 327, 58, 75)","[0.5046, 0.7722, 0.1296, 0.1833]",True
ZJ018101,test_features/ZJ018101.jpg,S0126,0.916,"(286, 280, 233, 144)","[0.2875, 0.5222, 0.1583, 0.4462]",True
ZJ018102,test_features/ZJ018102.jpg,S0111,0.939,"(259, 246, 97, 320)","[0.3781, 0.7083, 0.5124, 0.2916]",True
ZJ018103,test_features/ZJ018103.jpg,S0128,0.824,"(193, 348, 99, 107)","[0.5375, 0.5249, 0.1796, 0.2972]",True
ZJ018104,test_features/ZJ018104.jpg,S0114,0.288,"(4, 4, 327, 629)","[0, 0, 0.9953, 1.0]",True
ZJ018105,test_features/ZJ018105.jpg,S0072,0.881,"(474, 440, 46, 55)","[0.4541, 0.8703, 0.06562, 0.1]",True
ZJ018106,test_features/ZJ018106.jpg,S0040,0.825,"(4, 173, 506, 783)","[0.176, 0, 0.8239, 0.998]",True
ZJ018107,test_features/ZJ018107.jpg,S0055,0.557,"(148, 390, 92, 54)","[0.6031, 0.3999, 0.09687, 0.2777]",True
ZJ018108,test_features/ZJ018108.jpg,S0058,0.0194,"(114, 130, 2, 26)","[0.7875, 0.9166, 0.2125, 0.08333]",True
ZJ018109,test_features/ZJ018109.jpg,S0033,0.433,"(107, 457, 75, 97)","[0.7078, 0.2861, 0.164, 0.2305]",True
ZJ018110,test_features/ZJ018110.jpg,S0012,0.00909,"(388, 323, 48, 113)","[0.3322, 0.7111, 0.126, 0.1037]",True
ZJ018111,test_features/ZJ018111.jpg,S0162,0.0648,"(189, 923, 78, 33)","[0.9572, 0.3425, 0.0427, 0.1592]",True
ZJ018112,test_features/ZJ018112.jpg,S0082,0.591,"(251, 320, 242, 626)","[0.3291, 0.4574, 0.6604, 0.4629]",True
ZJ018113,test_features/ZJ018113.jpg,S0037,0.56,"(163, 273, 75, 131)","[0.4203, 0.4416, 0.2171, 0.2305]",True
ZJ018114,test_features/ZJ018114.jpg,S0072,0.917,"(345, 474, 153, 140)","[0.4895, 0.6314, 0.1541, 0.2981]",True
ZJ018115,test_features/ZJ018115.jpg,S0086,0.71,"(138, 230, 20, 37)","[0.7062, 0.5583, 0.1406, 0.1166]",True
ZJ018116,test_features/ZJ018116.jpg,S0039,0.673,"(327, 280, 143, 77)","[0.2875, 0.5981, 0.08854, 0.2796]",True
ZJ018117,test_features/ZJ018117.jpg,S0100,,,,False
ZJ018118,test_features/ZJ018118.jpg,S0118,,,,False
ZJ018119,test_features/ZJ018119.jpg,S0072,0.768,"(354, 580, 163, 214)","[0.5999, 0.6481, 0.2312, 0.3166]",True
ZJ018120,test_features/ZJ018120.jpg,S0040,0.858,"(280, 184, 103, 201)","[0.1875, 0.5111, 0.2177, 0.2055]",True
ZJ018121,test_features/ZJ018121.jpg,S0072,0.844,"(356, 573, 139, 205)","[0.5927, 0.6518, 0.2218, 0.2722]",True
ZJ018122,test_features/ZJ018122.jpg,S0128,0.866,"(302, 498, 38, 138)","[0.7718, 0.8277, 0.2281, 0.1277]",True
ZJ018123,test_features/ZJ018123.jpg,S0145,0.844,"(252, 592, 88, 44)","[0.9187, 0.6888, 0.08124, 0.2666]",True
ZJ018124,test_features/ZJ018124.jpg,S0040,0.894,"(195, 361, 103, 131)","[0.3718, 0.3537, 0.1447, 0.2055]",True
ZJ018125,test_features/ZJ018125.jpg,S0132,0.782,"(138, 241, 116, 112)","[0.3703, 0.3722, 0.1875, 0.3444]",True
ZJ018126,test_features/ZJ018126.jpg,S0145,0.365,"(405, 913, 108, 43)","[0.9468, 0.7425, 0.05312, 0.2148]",True
ZJ018127,test_features/ZJ018127.jpg,S0040,0.0379,"(339, 784, 124, 172)","[0.8125, 0.6203, 0.1875, 0.2444]",True
ZJ018128,test_features/ZJ018128.jpg,S0066,0.0757,"(232, 386, 32, 35)","[0.5968, 0.6333, 0.06718, 0.1111]",True
ZJ018129,test_features/ZJ018129.jpg,S0065,0.962,"(119, 4, 220, 253)","[0, 0.3194, 0.4078, 0.6333]",True
ZJ018130,test_features/ZJ018130.jpg,S0111,0.651,"(182, 355, 38, 75)","[0.5484, 0.4944, 0.1296, 0.1277]",True
ZJ018131,test_features/ZJ018131.jpg,S0086,0.816,"(186, 99, 50, 91)","[0.2968, 0.7583, 0.3093, 0.2416]",True
ZJ018132,test_features/ZJ018132.jpg,S0100,0.0416,"(233, 598, 107, 38)","[0.9281, 0.6361, 0.07187, 0.3194]",True
ZJ018133,test_features/ZJ018133.jpg,S0116,0.872,"(266, 67, 74, 90)","[0.09843, 0.7277, 0.1531, 0.2277]",True
ZJ018134,test_features/ZJ018134.jpg,S0142,,,,False
ZJ018135,test_features/ZJ018135.jpg,S0040,0.445,"(290, 6, 229, 950)","[0.002083, 0.5296, 0.9979, 0.4388]",True
ZJ018136,test_features/ZJ018136.jpg,S0116,0.852,"(243, 307, 69, 81)","[0.4734, 0.6638, 0.139, 0.2138]",True
ZJ018137,test_features/ZJ018137.jpg,S0087,0.13,"(47, 115, 14, 2)","[0.6937, 0.3583, 0.0625, 0.1833]",True
ZJ018138,test_features/ZJ018138.jpg,S0011,0.0143,"(194, 138, 36, 32)","[0.2093, 0.5277, 0.0625, 0.1222]",True
ZJ018139,test_features/ZJ018139.jpg,S0040,0.826,"(85, 61, 257, 170)","[0.05937, 0.1499, 0.1854, 0.4907]",True
ZJ018140,test_features/ZJ018140.jpg,S0040,0.774,"(192, 376, 106, 119)","[0.3874, 0.3481, 0.1322, 0.2111]",True
ZJ018141,test_features/ZJ018141.jpg,S0100,0.058,"(107, 568, 62, 68)","[0.8812, 0.2861, 0.1187, 0.1944]",True
ZJ018142,test_features/ZJ018142.jpg,S0151,0.898,"(184, 428, 172, 147)","[0.6625, 0.5, 0.2421, 0.5]",True
ZJ018143,test_features/ZJ018143.jpg,S0064,0.577,"(412, 759, 107, 75)","[0.7864, 0.7555, 0.08645, 0.2129]",True
ZJ018144,test_features/ZJ018144.jpg,S0162,0.703,"(230, 300, 257, 146)","[0.3083, 0.4185, 0.1604, 0.4907]",True
ZJ018145,test_features/ZJ018145.jpg,S0041,0.91,"(40, 15, 281, 82)","[0.01718, 0.1, 0.1406, 0.8027]",True
ZJ018146,test_features/ZJ018146.jpg,S0145,,,,False
ZJ018147,test_features/ZJ018147.jpg,S0114,0.00595,"(142, 4, 185, 46)","[0, 0.3833, 0.08437, 0.5361]",True
ZJ018148,test_features/ZJ018148.jpg,S0111,0.0497,"(234, 186, 34, 85)","[0.2843, 0.6388, 0.1453, 0.1166]",True
ZJ018149,test_features/ZJ018149.jpg,S0082,0.0837,"(349, 665, 104, 113)","[0.6885, 0.6388, 0.126, 0.2074]",True
ZJ018150,test_features/ZJ018150.jpg,S0132,0.796,"(167, 4, 187, 153)","[0, 0.4527, 0.2515, 0.5416]",True
ZJ018151,test_features/ZJ018151.jpg,S0055,0.905,"(86, 256, 223, 359)","[0.3937, 0.2277, 0.5734, 0.6416]",True
ZJ018152,test_features/ZJ018152.jpg,S0072,0.33,"(185, 320, 92, 61)","[0.3291, 0.3514, 0.07187, 0.1941]",True
ZJ018153,test_features/ZJ018153.jpg,S0033,0.419,"(110, 459, 54, 67)","[0.7109, 0.2944, 0.1171, 0.1722]",True
ZJ018154,test_features/ZJ018154.jpg,S0151,0.466,"(5, 243, 350, 393)","[0.3734, 0.002777, 0.6265, 0.9944]",True
ZJ018155,test_features/ZJ018155.jpg,S0086,0.0201,"(123, 194, 13, 3)","[0.5937, 0.4958, 0.03437, 0.08749]",True
ZJ018156,test_features/ZJ018156.jpg,S0057,0.0131,"(9, 11, 506, 932)","[0.007291, 0.009259, 0.9791, 0.9518]",True
ZJ018157,test_features/ZJ018157.jpg,S0064,0.426,"(335, 279, 91, 264)","[0.2864, 0.6129, 0.2833, 0.1833]",True
ZJ018158,test_features/ZJ018158.jpg,S0118,0.0321,"(74, 168, 68, 59)","[0.2562, 0.1944, 0.1046, 0.2111]",True
ZJ018159,test_features/ZJ018159.jpg,S0145,0.671,"(279, 538, 61, 98)","[0.8343, 0.7638, 0.1656, 0.1916]",True
ZJ018160,test_features/ZJ018160.jpg,S0052,0.885,"(205, 620, 315, 336)","[0.6416, 0.3722, 0.3583, 0.5981]",True
ZJ018161,test_features/ZJ018161.jpg,S0082,,,,False
ZJ018162,test_features/ZJ018162.jpg,S0162,0.43,"(336, 310, 95, 72)","[0.3187, 0.6148, 0.08333, 0.1907]",True
ZJ018163,test_features/ZJ018163.jpg,S0114,0.0186,"(4, 4, 327, 290)","[0, 0, 0.4656, 1.0]",True
ZJ018164,test_features/ZJ018164.jpg,S0128,0.608,"(266, 228, 28, 146)","[0.35, 0.782, 0.2406, 0.1074]",True
ZJ018165,test_features/ZJ018165.jpg,S0162,0.521,"(198, 602, 35, 59)","[0.6229, 0.3592, 0.06979, 0.07962]",True
ZJ018166,test_features/ZJ018166.jpg,S0151,0.974,"(123, 435, 232, 201)","[0.6734, 0.3305, 0.3265, 0.6666]",True
ZJ018167,test_features/ZJ018167.jpg,S0086,0.119,"(115, 168, 34, 23)","[0.5125, 0.4625, 0.09687, 0.1749]",True
ZJ018168,test_features/ZJ018168.jpg,S0114,0.0093,"(177, 526, 117, 110)","[0.8156, 0.5164, 0.1843, 0.3731]",True
ZJ018169,test_features/ZJ018169.jpg,S0040,0.877,"(153, 418, 160, 414)","[0.4312, 0.2759, 0.4395, 0.3111]",True
ZJ018170,test_features/ZJ018170.jpg,S0040,0.894,"(202, 319, 89, 198)","[0.3281, 0.3666, 0.2145, 0.1796]",True
ZJ018171,test_features/ZJ018171.jpg,S0041,0.698,"(67, 87, 100, 64)","[0.1296, 0.1749, 0.1124, 0.3]",True
ZJ018172,test_features/ZJ018172.jpg,S0072,0.0435,"(5, 6, 514, 950)","[0.002083, 0.001851, 0.9979, 0.9666]",True
ZJ018173,test_features/ZJ018173.jpg,S0041,0.943,"(49, 4, 281, 632)","[0, 0.1343, 1.0, 0.8626]",True
ZJ018174,test_features/ZJ018174.jpg,S0011,,,,False
ZJ018175,test_features/ZJ018175.jpg,S0012,0.749,"(326, 492, 65, 53)","[0.5083, 0.5962, 0.06354, 0.1351]",True
ZJ018176,test_features/ZJ018176.jpg,S0128,0.1,"(316, 4, 23, 51)","[0, 0.8666, 0.09218, 0.08611]",True
ZJ018177,test_features/ZJ018177.jpg,S0040,0.403,"(241, 356, 52, 69)","[0.3666, 0.4388, 0.0802, 0.1111]",True
ZJ018178,test_features/ZJ018178.jpg,S0041,0.775,"(161, 422, 62, 74)","[0.6531, 0.4361, 0.1281, 0.1944]",True
ZJ018179,test_features/ZJ018179.jpg,S0066,0.49,"(153, 477, 74, 49)","[0.739, 0.4138, 0.08906, 0.2277]",True
ZJ018180,test_features/ZJ018180.jpg,S0040,0.182,"(278, 4, 241, 952)","[0, 0.5074, 1.0, 0.4611]",True
ZJ018181,test_features/ZJ018181.jpg,S0040,0.776,"(252, 117, 75, 185)","[0.1177, 0.4592, 0.201, 0.1537]",True
ZJ018182,test_features/ZJ018182.jpg,S0033,0.918,"(234, 4, 88, 81)","[0, 0.6388, 0.139, 0.2666]",True
ZJ018183,test_features/ZJ018183.jpg,S0067,0.00636,"(176, 161, 27, 31)","[0.2453, 0.4777, 0.06093, 0.09722]",True
ZJ018184,test_features/ZJ018184.jpg,S0072,0.955,"(385, 403, 135, 155)","[0.4156, 0.7055, 0.1697, 0.2648]",True
ZJ018185,test_features/ZJ018185.jpg,S0162,0.785,"(447, 419, 73, 162)","[0.4322, 0.8203, 0.177, 0.15]",True
ZJ018186,test_features/ZJ018186.jpg,S0128,0.575,"(93, 187, 237, 449)","[0.2859, 0.2656, 0.714, 0.7313]",True
ZJ018187,test_features/ZJ018187.jpg,S0040,0.958,"(4, 172, 507, 782)","[0.1749, 0, 0.8229, 1.0]",True
ZJ018188,test_features/ZJ018188.jpg,S0037,0.502,"(176, 546, 94, 90)","[0.8468, 0.4777, 0.1531, 0.2833]",True
ZJ018189,test_features/ZJ018189.jpg,S0037,0.747,"(160, 172, 102, 127)","[0.2624, 0.4333, 0.2109, 0.3055]",True
ZJ018190,test_features/ZJ018190.jpg,S0011,0.11,"(202, 329, 41, 58)","[0.5078, 0.55, 0.1031, 0.1361]",True
ZJ018191,test_features/ZJ018191.jpg,S0086,0.44,"(116, 97, 49, 75)","[0.2906, 0.4666, 0.2593, 0.2374]",True
ZJ018192,test_features/ZJ018192.jpg,S0103,,,,False
ZJ018193,test_features/ZJ018193.jpg,S0142,0.01,"(178, 4, 51, 44)","[0, 0.4833, 0.08124, 0.1638]",True
ZJ018194,test_features/ZJ018194.jpg,S0082,0.732,"(4, 395, 515, 560)","[0.4072, 0, 0.5916, 0.9685]",True
ZJ018195,test_features/ZJ018195.jpg,S0114,0.353,"(4, 5, 326, 621)","[0.001562, 0, 0.9828, 0.997]",True
ZJ018196,test_features/ZJ018196.jpg,S0162,,,,False
ZJ018197,test_features/ZJ018197.jpg,S0118,0.364,"(279, 248, 60, 294)","[0.3812, 0.7638, 0.4718, 0.1888]",True
ZJ018198,test_features/ZJ018198.jpg,S0086,0.146,"(235, 163, 42, 81)","[0.2484, 0.6895, 0.139, 0.1492]",True
ZJ018199,test_features/ZJ018199.jpg,S0037,0.932,"(158, 4, 138, 184)","[0, 0.4277, 0.3, 0.4055]",True
ZJ018200,test_features/ZJ018200.jpg,S0128,0.854,"(199, 215, 44, 40)","[0.3296, 0.5416, 0.075, 0.1444]",True
ZJ018201,test_features/ZJ018201.jpg,S0052,0.465,"(495, 304, 25, 275)","[0.3124, 0.9092, 0.2947, 0.06111]",True
ZJ018202,test_features/ZJ018202.jpg,S0072,0.337,"(392, 266, 51, 73)","[0.2729, 0.7185, 0.08437, 0.1092]",True
ZJ018203,test_features/ZJ018203.jpg,S0116,0.858,"(282, 469, 57, 108)","[0.7265, 0.7722, 0.1812, 0.1805]",True
ZJ018204,test_features/ZJ018204.jpg,S0072,0.901,"(338, 236, 109, 117)","[0.2416, 0.6185, 0.1302, 0.2166]",True
ZJ018205,test_features/ZJ018205.jpg,S0189,0.35,"(170, 121, 35, 50)","[0.3249, 0.6916, 0.1611, 0.1791]",True
ZJ018206,test_features/ZJ018206.jpg,S0162,,,,False
