index,id,filepath,site,split,max_detection_conf,category,conf,bbox,bbox_true,bbox_transformed
1924,ZJ001924,train_features/ZJ001924.jpg,S0059,4.0,0.81,animal,0.81,"[0.7968, 0.4203, 0.09166, 0.1555]",True,"(231, 769, 76, 80)"
1925,ZJ001925,train_features/ZJ001925.jpg,S0059,4.0,0.732,animal,0.732,"[0.6031, 0.8259, 0.07812, 0.1425]",True,"(450, 583, 69, 67)"
1926,ZJ001926,train_features/ZJ001926.jpg,S0101,1.0,0.172,animal,0.172,"[0, 0.3444, 0.07343, 0.3527]",True,"(128, 4, 119, 39)"
1927,ZJ001927,train_features/ZJ001927.jpg,S0038,1.0,0.112,animal,0.112,"[0.927, 0, 0.07291, 1.0]",True,"(4, 894, 507, 62)"
1928,ZJ001928,train_features/ZJ001928.jpg,S0069,3.0,0.22,animal,0.22,"[0.1812, 0.8481, 0.2062, 0.1185]",True,"(462, 178, 56, 190)"
1929,ZJ001929,train_features/ZJ001929.jpg,S0182,0.0,0.938,animal,0.938,"[0.2437, 0.6388, 0.5015, 0.3611]",True,"(234, 160, 122, 313)"
1930,ZJ001930,train_features/ZJ001930.jpg,S0038,1.0,0.0253,animal,0.0253,"[0.825, 0.3922, 0.1749, 0.6058]",True,"(206, 796, 304, 160)"
1931,ZJ001931,train_features/ZJ001931.jpg,S0123,0.0,0.461,animal,0.461,"[0.6515, 0.6361, 0.05624, 0.09444]",True,"(233, 421, 26, 28)"
1932,ZJ001932,train_features/ZJ001932.jpg,S0003,2.0,0.95,animal,0.95,"[0.2453, 0.6694, 0.3796, 0.2972]",True,"(245, 161, 99, 235)"
1933,ZJ001933,train_features/ZJ001933.jpg,S0092,1.0,0.00554,animal,0.00554,"[0, 0.8833, 0.1135, 0.08518]",True,"(481, 4, 38, 101)"
1934,ZJ001934,train_features/ZJ001934.jpg,S0038,1.0,0.564,animal,0.564,"[0.2187, 0.3185, 0.7812, 0.6481]",True,"(176, 214, 342, 742)"
1935,ZJ001935,train_features/ZJ001935.jpg,S0009,0.0,0.0131,animal,0.0131,"[0.6609, 0.6111, 0.1156, 0.2]",True,"(224, 427, 64, 66)"
1936,ZJ001936,train_features/ZJ001936.jpg,S0043,3.0,0.0211,animal,0.0211,"[0.764, 0, 0.2359, 0.9555]",True,"(4, 493, 336, 143)"
1937,ZJ001937,train_features/ZJ001937.jpg,S0093,1.0,0.451,animal,0.451,"[0.6479, 0.7629, 0.1187, 0.1518]",True,"(416, 626, 74, 106)"
1938,ZJ001938,train_features/ZJ001938.jpg,S0009,0.0,0.00651,animal,0.00651,"[0.2343, 0.6361, 0.07031, 0.075]",True,"(233, 154, 19, 37)"
1939,ZJ001939,train_features/ZJ001939.jpg,S0139,4.0,0.495,animal,0.495,"[0, 0.7703, 0.07708, 0.2]",True,"(420, 4, 100, 66)"
1940,ZJ001940,train_features/ZJ001940.jpg,S0020,4.0,0.855,animal,0.855,"[0.5979, 0.524, 0.1229, 0.2407]",True,"(287, 578, 122, 110)"
1941,ZJ001941,train_features/ZJ001941.jpg,S0024,2.0,0.803,animal,0.803,"[0, 0.5402, 1.0, 0.4567]",True,"(185, 4, 145, 632)"
1942,ZJ001942,train_features/ZJ001942.jpg,S0073,3.0,0.816,animal,0.816,"[0.2531, 0.5833, 0.1375, 0.1583]",True,"(214, 166, 49, 80)"
1943,ZJ001943,train_features/ZJ001943.jpg,S0089,3.0,0.767,animal,0.767,"[0.2718, 0.8527, 0.3687, 0.1027]",True,"(311, 178, 29, 228)"
1944,ZJ001944,train_features/ZJ001944.jpg,S0022,0.0,0.218,animal,0.218,"[0.8593, 0.5666, 0.1109, 0.2833]",True,"(208, 554, 94, 63)"
1945,ZJ001945,train_features/ZJ001945.jpg,S0014,4.0,0.77,animal,0.77,"[0.001562, 0.3916, 0.9937, 0.6055]",True,"(145, 5, 210, 628)"
1946,ZJ001946,train_features/ZJ001946.jpg,S0038,1.0,0.00831,vehicle,0.00831,"[0.7749, 0.4194, 0.2249, 0.5786]",True,"(220, 748, 290, 208)"
1947,ZJ001947,train_features/ZJ001947.jpg,S0004,2.0,0.939,animal,0.939,"[0.2421, 0.7388, 0.3078, 0.2166]",True,"(270, 159, 70, 189)"
1948,ZJ001948,train_features/ZJ001948.jpg,S0030,1.0,0.89,animal,0.89,"[0.9208, 0.3111, 0.07812, 0.2555]",True,"(172, 888, 130, 67)"
1949,ZJ001949,train_features/ZJ001949.jpg,S0074,0.0,0.93,animal,0.93,"[0.8343, 0.6611, 0.1656, 0.2916]",True,"(242, 538, 97, 98)"
1950,ZJ001950,train_features/ZJ001950.jpg,S0080,1.0,0.0748,animal,0.0748,"[0.6, 0.4249, 0.25, 0.3]",True,"(55, 100, 28, 32)"
1951,ZJ001951,train_features/ZJ001951.jpg,S0069,3.0,0.929,animal,0.929,"[0, 0.6814, 0.3697, 0.287]",True,"(372, 4, 147, 347)"
1952,ZJ001952,train_features/ZJ001952.jpg,S0026,0.0,0.74,animal,0.74,"[0.8187, 0.5027, 0.1812, 0.2666]",True,"(185, 528, 88, 108)"
1953,ZJ001953,train_features/ZJ001953.jpg,S0164,4.0,0.511,animal,0.511,"[0.1444, 0.6083, 0.15, 0.3208]",True,"(150, 56, 69, 46)"
1954,ZJ001954,train_features/ZJ001954.jpg,S0029,4.0,,,,,False,
1955,ZJ001955,train_features/ZJ001955.jpg,S0013,3.0,0.012,person,0.012,"[0, 0.02777, 0.07343, 0.9333]",True,"(14, 4, 328, 39)"
1956,ZJ001956,train_features/ZJ001956.jpg,S0059,4.0,0.743,animal,0.743,"[0.4447, 0.474, 0.08854, 0.2259]",True,"(260, 431, 114, 77)"
1957,ZJ001957,train_features/ZJ001957.jpg,S0083,2.0,0.966,animal,0.966,"[0, 0.2685, 1.0, 0.6999]",True,"(149, 4, 370, 952)"
1958,ZJ001958,train_features/ZJ001958.jpg,S0036,0.0,,,,,False,
1959,ZJ001959,train_features/ZJ001959.jpg,S0014,4.0,0.68,animal,0.68,"[0.03593, 0.5111, 0.15, 0.2222]",True,"(188, 27, 72, 88)"
1960,ZJ001960,train_features/ZJ001960.jpg,S0070,1.0,0.822,animal,0.822,"[0.8802, 0.8296, 0.1072, 0.1388]",True,"(452, 849, 67, 95)"
1961,ZJ001961,train_features/ZJ001961.jpg,S0059,4.0,0.869,animal,0.869,"[0.09166, 0.6518, 0.3281, 0.2759]",True,"(356, 92, 141, 307)"
1962,ZJ001962,train_features/ZJ001962.jpg,S0164,4.0,0.825,animal,0.825,"[0, 0.625, 0.2888, 0.375]",True,"(154, 4, 82, 96)"
1963,ZJ001963,train_features/ZJ001963.jpg,S0047,2.0,0.0292,animal,0.0292,"[0.3171, 0.5499, 0.125, 0.2388]",True,"(202, 207, 78, 72)"
1964,ZJ001964,train_features/ZJ001964.jpg,S0063,1.0,0.915,animal,0.915,"[0.2645, 0.55, 0.2697, 0.3055]",True,"(301, 258, 157, 251)"
1965,ZJ001965,train_features/ZJ001965.jpg,S0062,2.0,0.967,animal,0.967,"[0.701, 0.4222, 0.2989, 0.487]",True,"(232, 677, 255, 279)"
1966,ZJ001966,train_features/ZJ001966.jpg,S0062,2.0,0.0243,animal,0.0243,"[0.2885, 0.7981, 0.2145, 0.1574]",True,"(435, 281, 77, 198)"
1967,ZJ001967,train_features/ZJ001967.jpg,S0110,4.0,0.957,animal,0.957,"[0.4562, 0.3111, 0.3312, 0.6861]",True,"(116, 296, 239, 204)"
1968,ZJ001968,train_features/ZJ001968.jpg,S0139,4.0,0.265,animal,0.265,"[0, 0.7444, 0.08541, 0.2259]",True,"(406, 4, 114, 74)"
1969,ZJ001969,train_features/ZJ001969.jpg,S0074,0.0,0.813,animal,0.813,"[0.4953, 0.6555, 0.1968, 0.2972]",True,"(240, 321, 99, 118)"
1970,ZJ001970,train_features/ZJ001970.jpg,S0074,0.0,0.927,animal,0.927,"[0.825, 0.6694, 0.1749, 0.2861]",True,"(245, 532, 95, 104)"
1971,ZJ001971,train_features/ZJ001971.jpg,S0186,4.0,0.415,animal,0.415,"[0.1375, 0.5129, 0.1854, 0.1611]",True,"(281, 136, 79, 170)"
1972,ZJ001972,train_features/ZJ001972.jpg,S0036,0.0,,,,,False,
1973,ZJ001973,train_features/ZJ001973.jpg,S0059,4.0,0.423,animal,0.423,"[0, 0.6222, 0.2229, 0.2296]",True,"(340, 4, 116, 206)"
1974,ZJ001974,train_features/ZJ001974.jpg,S0036,0.0,0.793,animal,0.793,"[0, 0.5694, 0.1812, 0.2472]",True,"(209, 4, 81, 108)"
1975,ZJ001975,train_features/ZJ001975.jpg,S0018,3.0,0.019,animal,0.019,"[0.3281, 0.6574, 0.1145, 0.1648]",True,"(359, 319, 81, 102)"
1976,ZJ001976,train_features/ZJ001976.jpg,S0096,3.0,0.0732,animal,0.0732,"[0, 0, 0.9984, 1.0]",True,"(4, 4, 327, 631)"
1977,ZJ001977,train_features/ZJ001977.jpg,S0008,4.0,0.735,animal,0.735,"[0.1671, 0.002777, 0.2562, 0.3388]",True,"(5, 111, 114, 156)"
1978,ZJ001978,train_features/ZJ001978.jpg,S0022,0.0,0.208,animal,0.208,"[0, 0.6583, 0.239, 0.3416]",True,"(241, 4, 115, 145)"
1979,ZJ001979,train_features/ZJ001979.jpg,S0049,3.0,0.534,animal,0.534,"[0, 0.2722, 0.08437, 0.2305]",True,"(102, 4, 75, 46)"
1980,ZJ001980,train_features/ZJ001980.jpg,S0023,2.0,0.344,animal,0.344,"[0, 0.1373, 0.1953, 0.8626]",True,"(50, 4, 281, 117)"
1981,ZJ001981,train_features/ZJ001981.jpg,S0053,3.0,0.936,animal,0.936,"[0.06458, 0.7296, 0.1906, 0.2407]",True,"(398, 66, 122, 175)"
1982,ZJ001982,train_features/ZJ001982.jpg,S0022,0.0,0.392,animal,0.392,"[0, 0.6611, 0.239, 0.3388]",True,"(242, 4, 114, 145)"
1983,ZJ001983,train_features/ZJ001983.jpg,S0085,4.0,0.971,animal,0.971,"[0.001562, 0.2888, 0.6343, 0.6638]",True,"(108, 5, 231, 398)"
1984,ZJ001984,train_features/ZJ001984.jpg,S0059,4.0,0.954,animal,0.954,"[0.5979, 0.6703, 0.2166, 0.2981]",True,"(366, 578, 153, 200)"
1985,ZJ001985,train_features/ZJ001985.jpg,S0071,1.0,0.973,animal,0.973,"[0.1666, 0.5203, 0.7239, 0.4481]",True,"(285, 164, 234, 687)"
1986,ZJ001986,train_features/ZJ001986.jpg,S0060,2.0,0.756,animal,0.756,"[0.7593, 0.8703, 0.2406, 0.1]",True,"(474, 733, 46, 223)"
1987,ZJ001987,train_features/ZJ001987.jpg,S0035,3.0,0.928,animal,0.928,"[0.0625, 0.475, 0.6031, 0.5249]",True,"(175, 44, 181, 378)"
1988,ZJ001988,train_features/ZJ001988.jpg,S0074,0.0,0.861,animal,0.861,"[0, 0.1944, 1.0, 0.7583]",True,"(74, 4, 265, 632)"
1989,ZJ001989,train_features/ZJ001989.jpg,S0022,0.0,0.0437,animal,0.0437,"[0.3296, 0.3194, 0.04687, 0.1527]",True,"(119, 215, 47, 22)"
1990,ZJ001990,train_features/ZJ001990.jpg,S0070,1.0,,,,,False,
1991,ZJ001991,train_features/ZJ001991.jpg,S0060,2.0,0.641,animal,0.641,"[0.3124, 0.5722, 0.227, 0.1962]",True,"(313, 304, 98, 210)"
1992,ZJ001992,train_features/ZJ001992.jpg,S0060,2.0,0.84,animal,0.84,"[0.8083, 0.4907, 0.1489, 0.2185]",True,"(269, 780, 110, 135)"
1993,ZJ001993,train_features/ZJ001993.jpg,S0170,1.0,0.139,animal,0.139,"[0.2611, 0.6291, 0.2277, 0.1749]",True,"(155, 98, 34, 74)"
1994,ZJ001994,train_features/ZJ001994.jpg,S0188,3.0,0.521,animal,0.521,"[0.6694, 0.5416, 0.1305, 0.1916]",True,"(134, 245, 38, 39)"
1995,ZJ001995,train_features/ZJ001995.jpg,S0056,2.0,0.0494,animal,0.0494,"[0.7062, 0.6166, 0.1937, 0.2]",True,"(78, 117, 16, 23)"
1996,ZJ001996,train_features/ZJ001996.jpg,S0008,4.0,0.498,animal,0.498,"[0, 0.6722, 0.2109, 0.2833]",True,"(246, 4, 94, 127)"
1997,ZJ001997,train_features/ZJ001997.jpg,S0069,3.0,0.934,animal,0.934,"[0, 0.6888, 0.3625, 0.2796]",True,"(376, 4, 143, 340)"
1998,ZJ001998,train_features/ZJ001998.jpg,S0136,0.0,,,,,False,
1999,ZJ001999,train_features/ZJ001999.jpg,S0062,2.0,0.458,animal,0.458,"[0.327, 0.4407, 0.06041, 0.06481]",True,"(242, 318, 27, 50)"
2000,ZJ002000,train_features/ZJ002000.jpg,S0104,1.0,0.628,animal,0.628,"[0.1265, 0.6305, 0.1531, 0.3083]",True,"(231, 85, 103, 90)"
2001,ZJ002001,train_features/ZJ002001.jpg,S0029,4.0,0.0213,animal,0.0213,"[0, 0.1129, 0.3354, 0.8555]",True,"(65, 4, 454, 314)"
2002,ZJ002002,train_features/ZJ002002.jpg,S0036,0.0,,,,,False,
2003,ZJ002003,train_features/ZJ002003.jpg,S0060,2.0,0.387,animal,0.387,"[0.7052, 0.6277, 0.09479, 0.08888]",True,"(343, 681, 40, 83)"
2004,ZJ002004,train_features/ZJ002004.jpg,S0051,4.0,0.0238,animal,0.0238,"[0.9572, 0.2685, 0.0427, 0.1722]",True,"(149, 923, 85, 33)"
2005,ZJ002005,train_features/ZJ002005.jpg,S0120,2.0,0.118,animal,0.118,"[0.5624, 0.587, 0.2833, 0.1629]",True,"(321, 544, 80, 264)"
2006,ZJ002006,train_features/ZJ002006.jpg,S0059,4.0,0.00878,animal,0.00878,"[0, 0.6629, 0.03958, 0.2]",True,"(362, 4, 100, 30)"
2007,ZJ002007,train_features/ZJ002007.jpg,S0186,4.0,0.574,animal,0.574,"[0.4489, 0.6351, 0.55, 0.3333]",True,"(347, 435, 172, 520)"
2008,ZJ002008,train_features/ZJ002008.jpg,S0070,1.0,0.683,animal,0.683,"[0.5781, 0.5111, 0.1656, 0.3111]",True,"(280, 559, 160, 151)"
2009,ZJ002009,train_features/ZJ002009.jpg,S0101,1.0,0.487,animal,0.487,"[0.2781, 0.3444, 0.3218, 0.3277]",True,"(128, 182, 110, 198)"
2010,ZJ002010,train_features/ZJ002010.jpg,S0049,3.0,0.0647,animal,0.0647,"[0.4578, 0.4861, 0.05468, 0.09444]",True,"(179, 297, 26, 27)"
2011,ZJ002011,train_features/ZJ002011.jpg,S0021,2.0,0.751,animal,0.751,"[0.03281, 0.4477, 0.3656, 0.3194]",True,"(154, 25, 99, 226)"
2012,ZJ002012,train_features/ZJ002012.jpg,S0062,2.0,0.958,animal,0.958,"[0, 0.4981, 0.1989, 0.2907]",True,"(273, 4, 149, 183)"
2013,ZJ002013,train_features/ZJ002013.jpg,S0080,1.0,0.0104,person,0.0104,"[0.8, 0.2249, 0.05624, 0.1333]",True,"(31, 132, 8, 1)"
2015,ZJ002014,train_features/ZJ002014.jpg,S0071,1.0,0.812,animal,0.812,"[0.1385, 0.5092, 0.0625, 0.1166]",True,"(279, 137, 55, 52)"
2016,ZJ002015,train_features/ZJ002015.jpg,S0060,2.0,0.639,animal,0.639,"[0.1416, 0.5444, 0.1416, 0.1185]",True,"(298, 140, 56, 128)"
2017,ZJ002016,train_features/ZJ002016.jpg,S0085,4.0,0.66,animal,0.66,"[0.5812, 0.5305, 0.06875, 0.1055]",True,"(195, 376, 30, 36)"
2018,ZJ002017,train_features/ZJ002017.jpg,S0139,4.0,0.227,animal,0.227,"[0, 0.7425, 0.08437, 0.2277]",True,"(405, 4, 115, 73)"
2019,ZJ002018,train_features/ZJ002018.jpg,S0071,1.0,0.874,animal,0.874,"[0.3885, 0.7129, 0.1822, 0.2555]",True,"(389, 377, 130, 167)"
2020,ZJ002019,train_features/ZJ002019.jpg,S0159,2.0,0.301,animal,0.301,"[0, 0.6583, 0.4749, 0.3416]",True,"(83, 4, 33, 68)"
2021,ZJ002020,train_features/ZJ002020.jpg,S0083,2.0,0.399,animal,0.399,"[0.001041, 0, 0.2927, 0.9685]",True,"(4, 5, 515, 273)"
2022,ZJ002021,train_features/ZJ002021.jpg,S0130,4.0,,,,,False,
2023,ZJ002022,train_features/ZJ002022.jpg,S0141,3.0,0.411,animal,0.411,"[0.2281, 0.594, 0.05781, 0.194]",True,"(203, 150, 57, 29)"
2024,ZJ002023,train_features/ZJ002023.jpg,S0028,2.0,0.834,animal,0.834,"[0.1093, 0.3333, 0.4234, 0.5194]",True,"(124, 74, 179, 263)"
2025,ZJ002024,train_features/ZJ002024.jpg,S0009,0.0,,,,,False,
2026,ZJ002025,train_features/ZJ002025.jpg,S0069,3.0,0.585,animal,0.585,"[0.626, 0.8666, 0.1302, 0.1037]",True,"(472, 605, 48, 117)"
2027,ZJ002026,train_features/ZJ002026.jpg,S0069,3.0,0.00733,animal,0.00733,"[0.4062, 0.7814, 0.09479, 0.1888]",True,"(426, 394, 94, 83)"
2028,ZJ002027,train_features/ZJ002027.jpg,S0136,0.0,0.466,animal,0.466,"[0.4703, 0.8777, 0.1, 0.07777]",True,"(320, 305, 20, 56)"
2029,ZJ002028,train_features/ZJ002028.jpg,S0179,4.0,0.434,animal,0.434,"[0.5805, 0.6666, 0.1666, 0.3333]",True,"(164, 213, 72, 52)"
2030,ZJ002029,train_features/ZJ002029.jpg,S0101,1.0,,,,,False,
2031,ZJ002030,train_features/ZJ002030.jpg,S0060,2.0,0.835,animal,0.835,"[0.1791, 0.4444, 0.1375, 0.2592]",True,"(244, 176, 132, 124)"
2032,ZJ002031,train_features/ZJ002031.jpg,S0141,3.0,0.684,animal,0.684,"[0.2281, 0.594, 0.05781, 0.191]",True,"(203, 150, 56, 29)"
2033,ZJ002032,train_features/ZJ002032.jpg,S0120,2.0,0.235,animal,0.235,"[0.2187, 0.4611, 0.1291, 0.1796]",True,"(253, 214, 89, 116)"
2034,ZJ002033,train_features/ZJ002033.jpg,S0060,2.0,0.94,animal,0.94,"[0, 0.6537, 0.3874, 0.3166]",True,"(357, 4, 163, 364)"
2035,ZJ002034,train_features/ZJ002034.jpg,S0121,4.0,,,,,False,
2036,ZJ002035,train_features/ZJ002035.jpg,S0179,4.0,0.0972,animal,0.0972,"[0.1944, 0.4749, 0.2027, 0.3874]",True,"(118, 74, 85, 65)"
2037,ZJ002036,train_features/ZJ002036.jpg,S0008,4.0,0.813,animal,0.813,"[0.3078, 0.6111, 0.6328, 0.3416]",True,"(224, 201, 115, 397)"
2038,ZJ002037,train_features/ZJ002037.jpg,S0069,3.0,0.717,animal,0.717,"[0.2135, 0.6648, 0.1479, 0.1796]",True,"(363, 209, 89, 134)"
2039,ZJ002038,train_features/ZJ002038.jpg,S0089,3.0,0.245,animal,0.245,"[0.4312, 0.7, 0.05312, 0.09444]",True,"(256, 280, 26, 26)"
2040,ZJ002039,train_features/ZJ002039.jpg,S0188,3.0,0.125,vehicle,0.125,"[0.005555, 0.004166, 0.9944, 0.4958]",True,"(5, 6, 111, 350)"
2041,ZJ002040,train_features/ZJ002040.jpg,S0008,4.0,0.448,animal,0.448,"[0, 0.6916, 0.2078, 0.2611]",True,"(253, 4, 86, 125)"
2042,ZJ002041,train_features/ZJ002041.jpg,S0069,3.0,0.703,animal,0.703,"[0.4041, 0, 0.0927, 0.9685]",True,"(4, 392, 515, 81)"
2043,ZJ002042,train_features/ZJ002042.jpg,S0060,2.0,0.81,animal,0.81,"[0.1406, 0.6055, 0.2166, 0.1611]",True,"(331, 139, 79, 200)"
2044,ZJ002043,train_features/ZJ002043.jpg,S0071,1.0,0.81,animal,0.81,"[0.2541, 0.3518, 0.152, 0.09259]",True,"(194, 248, 42, 138)"
2045,ZJ002044,train_features/ZJ002044.jpg,S0122,0.0,0.0432,animal,0.0432,"[0.7562, 0.5555, 0.06875, 0.3972]",True,"(204, 488, 135, 36)"
2046,ZJ002045,train_features/ZJ002045.jpg,S0130,4.0,0.0189,animal,0.0189,"[0, 0.6027, 0.1828, 0.2111]",True,"(221, 4, 68, 109)"
2047,ZJ002046,train_features/ZJ002046.jpg,S0022,0.0,0.0823,animal,0.0823,"[0.7281, 0.3055, 0.05468, 0.3111]",True,"(114, 470, 104, 27)"
2048,ZJ002047,train_features/ZJ002047.jpg,S0008,4.0,0.579,animal,0.579,"[0, 0.6916, 0.2359, 0.2611]",True,"(253, 4, 86, 143)"
2049,ZJ002048,train_features/ZJ002048.jpg,S0108,0.0,,,,,False,
2050,ZJ002049,train_features/ZJ002049.jpg,S0070,1.0,0.0404,animal,0.0404,"[0.6322, 0.6222, 0.3677, 0.2129]",True,"(340, 611, 107, 345)"
2051,ZJ002050,train_features/ZJ002050.jpg,S0110,4.0,0.845,animal,0.845,"[0.8718, 0.5583, 0.1281, 0.3388]",True,"(205, 562, 114, 74)"
2052,ZJ002051,train_features/ZJ002051.jpg,S0060,2.0,0.948,animal,0.948,"[0, 0.4444, 0.3249, 0.4481]",True,"(244, 4, 234, 304)"
2053,ZJ002052,train_features/ZJ002052.jpg,S0083,2.0,0.786,animal,0.786,"[0, 0.001851, 1.0, 0.9685]",True,"(5, 4, 515, 952)"
2054,ZJ002053,train_features/ZJ002053.jpg,S0051,4.0,0.926,animal,0.926,"[0.03125, 0.45, 0.4531, 0.3296]",True,"(247, 34, 170, 427)"
2055,ZJ002054,train_features/ZJ002054.jpg,S0101,1.0,0.189,animal,0.189,"[0.08593, 0.5277, 0.09375, 0.08055]",True,"(194, 59, 21, 52)"
2056,ZJ002055,train_features/ZJ002055.jpg,S0063,1.0,0.964,animal,0.964,"[0.5802, 0.5351, 0.326, 0.4333]",True,"(293, 561, 226, 305)"
2057,ZJ002056,train_features/ZJ002056.jpg,S0038,1.0,0.0145,animal,0.0145,"[0.8145, 0.3902, 0.1854, 0.6077]",True,"(205, 786, 305, 170)"
2058,ZJ002057,train_features/ZJ002057.jpg,S0013,3.0,0.889,animal,0.889,"[0.3624, 0.6194, 0.3156, 0.3805]",True,"(227, 236, 129, 194)"
2059,ZJ002058,train_features/ZJ002058.jpg,S0096,3.0,0.244,animal,0.244,"[0.5328, 0.3361, 0.1671, 0.2249]",True,"(125, 345, 73, 99)"
2060,ZJ002059,train_features/ZJ002059.jpg,S0021,2.0,0.889,animal,0.889,"[0.6515, 0.3833, 0.1437, 0.3944]",True,"(142, 421, 134, 84)"
2061,ZJ002060,train_features/ZJ002060.jpg,S0163,2.0,0.349,animal,0.349,"[0.3734, 0.7361, 0.07343, 0.09444]",True,"(269, 243, 26, 39)"
2062,ZJ002061,train_features/ZJ002061.jpg,S0053,3.0,0.896,animal,0.896,"[0.4572, 0.4666, 0.1697, 0.2055]",True,"(256, 443, 103, 155)"
2063,ZJ002062,train_features/ZJ002062.jpg,S0047,2.0,0.421,animal,0.421,"[0.6828, 0.5916, 0.1281, 0.1666]",True,"(217, 441, 52, 74)"
2064,ZJ002063,train_features/ZJ002063.jpg,S0120,2.0,0.678,animal,0.678,"[0.3239, 0.387, 0.04479, 0.1185]",True,"(213, 315, 56, 35)"
2065,ZJ002064,train_features/ZJ002064.jpg,S0075,4.0,0.336,animal,0.336,"[0.6609, 0.6972, 0.1531, 0.1277]",True,"(255, 427, 38, 90)"
2066,ZJ002065,train_features/ZJ002065.jpg,S0121,4.0,0.164,person,0.164,"[0.9109, 0.6194, 0.08906, 0.3333]",True,"(227, 587, 112, 49)"
2067,ZJ002066,train_features/ZJ002066.jpg,S0059,4.0,0.953,animal,0.953,"[0.6864, 0.4888, 0.2885, 0.3518]",True,"(268, 663, 182, 269)"
2068,ZJ002067,train_features/ZJ002067.jpg,S0031,2.0,0.0207,animal,0.0207,"[0.09999, 0.6861, 0.125, 0.1194]",True,"(251, 68, 35, 72)"
2069,ZJ002068,train_features/ZJ002068.jpg,S0161,2.0,0.507,animal,0.507,"[0, 0.5223, 1.0, 0.4746]",True,"(179, 4, 151, 632)"
2070,ZJ002069,train_features/ZJ002069.jpg,S0063,1.0,0.91,animal,0.91,"[0.5624, 0.4592, 0.1802, 0.2]",True,"(252, 544, 100, 165)"
2071,ZJ002070,train_features/ZJ002070.jpg,S0127,3.0,0.425,animal,0.425,"[0.5171, 0.625, 0.09531, 0.1805]",True,"(229, 335, 57, 53)"
2072,ZJ002071,train_features/ZJ002071.jpg,S0060,2.0,0.184,animal,0.184,"[0, 0.6074, 0.177, 0.1407]",True,"(332, 4, 68, 162)"
2073,ZJ002072,train_features/ZJ002072.jpg,S0049,3.0,0.0132,animal,0.0132,"[0.07812, 0.5888, 0.1343, 0.1111]",True,"(216, 54, 32, 78)"
2074,ZJ002073,train_features/ZJ002073.jpg,S0022,0.0,0.805,animal,0.805,"[0.06562, 0.5749, 0.189, 0.2666]",True,"(211, 46, 88, 113)"
2075,ZJ002074,train_features/ZJ002074.jpg,S0089,3.0,0.96,animal,0.96,"[0, 0.4833, 0.2828, 0.4694]",True,"(178, 4, 161, 173)"
2076,ZJ002075,train_features/ZJ002075.jpg,S0120,2.0,0.0122,animal,0.0122,"[0.3333, 0.5499, 0.1, 0.1388]",True,"(301, 324, 67, 88)"
2077,ZJ002076,train_features/ZJ002076.jpg,S0080,1.0,0.0281,vehicle,0.0281,"[0.625, 0.4333, 0.075, 0.05833]",True,"(56, 104, -1, 4)"
2078,ZJ002077,train_features/ZJ002077.jpg,S0155,1.0,0.784,animal,0.784,"[0, 0.001851, 1.0, 0.9666]",True,"(5, 4, 514, 952)"
2079,ZJ002078,train_features/ZJ002078.jpg,S0062,2.0,0.876,animal,0.876,"[0.6093, 0.5814, 0.2697, 0.1351]",True,"(318, 589, 65, 251)"
2080,ZJ002079,train_features/ZJ002079.jpg,S0173,1.0,0.805,animal,0.805,"[0.6062, 0.6119, 0.1968, 0.1373]",True,"(209, 392, 38, 118)"
2081,ZJ002080,train_features/ZJ002080.jpg,S0173,1.0,,,,,False,
2082,ZJ002081,train_features/ZJ002081.jpg,S0060,2.0,0.281,animal,0.281,"[0, 0.7351, 0.3145, 0.2351]",True,"(401, 4, 119, 294)"
2083,ZJ002082,train_features/ZJ002082.jpg,S0023,2.0,0.0136,person,0.0136,"[0.8406, 0.8999, 0.09531, 0.05555]",True,"(328, 542, 12, 53)"
2084,ZJ002083,train_features/ZJ002083.jpg,S0120,2.0,0.911,animal,0.911,"[0.1062, 0.06851, 0.3979, 0.4944]",True,"(41, 106, 259, 374)"
2085,ZJ002084,train_features/ZJ002084.jpg,S0003,2.0,,,,,False,
2086,ZJ002085,train_features/ZJ002085.jpg,S0186,4.0,0.56,animal,0.56,"[0, 0.7333, 0.327, 0.2351]",True,"(400, 4, 119, 306)"
2087,ZJ002086,train_features/ZJ002086.jpg,S0076,3.0,0.00962,animal,0.00962,"[0.2796, 0.7492, 0.07187, 0.1164]",True,"(255, 183, 31, 38)"
2088,ZJ002087,train_features/ZJ002087.jpg,S0060,2.0,0.879,animal,0.879,"[0.352, 0.574, 0.2781, 0.2129]",True,"(314, 342, 107, 259)"
2089,ZJ002088,train_features/ZJ002088.jpg,S0051,4.0,0.914,animal,0.914,"[0.2333, 0.5796, 0.1, 0.3055]",True,"(317, 228, 157, 88)"
2090,ZJ002089,train_features/ZJ002089.jpg,S0060,2.0,0.839,animal,0.839,"[0, 0.7407, 0.1937, 0.2296]",True,"(404, 4, 116, 178)"
2091,ZJ002090,train_features/ZJ002090.jpg,S0134,1.0,0.111,animal,0.111,"[0.5124, 0.6018, 0.2197, 0.1685]",True,"(329, 496, 83, 203)"
2092,ZJ002091,train_features/ZJ002091.jpg,S0147,2.0,0.855,animal,0.855,"[0.1937, 0.7444, 0.3546, 0.1472]",True,"(272, 128, 45, 219)"
