id,filepath,site,split,conf,bbox,bbox_normalized,bbox_true,bbox_im_size_224
ZJ003555,train_features/ZJ003555.jpg,S0020,4.0,0.634,"(241, 296, 45, 81)","[0.3041, 0.4388, 0.0927, 0.09814]",True,"(102, 72, 14, 13)"
ZJ003556,train_features/ZJ003556.jpg,S0120,2.0,0.842,"(247, 65, 168, 116)","[0.06354, 0.4718, 0.1291, 0.3417]",True,"(110, 18, 69, 21)"
ZJ003557,train_features/ZJ003557.jpg,S0004,2.0,0.848,"(269, 4, 70, 120)","[0, 0.7361, 0.2, 0.2166]",True,"(169, 4, 41, 37)"
ZJ003558,train_features/ZJ003558.jpg,S0009,0.0,0.595,"(237, 4, 102, 178)","[0, 0.6472, 0.2906, 0.3055]",True,"(149, 4, 60, 57)"
ZJ003559,train_features/ZJ003559.jpg,S0120,2.0,0.402,"(471, 11, 49, 173)","[0.007291, 0.8648, 0.1885, 0.1055]",True,"(198, 6, 16, 34)"
ZJ003560,train_features/ZJ003560.jpg,S0186,4.0,0.856,"(305, 12, 160, 289)","[0.008333, 0.5574, 0.3093, 0.3111]",True,"(129, 6, 62, 61)"
ZJ003561,train_features/ZJ003561.jpg,S0069,3.0,0.786,"(4, 541, 513, 120)","[0.5593, 0, 0.1333, 0.9648]",True,"(4, 129, 208, 22)"
ZJ003562,train_features/ZJ003562.jpg,S0025,4.0,0.0531,"(4, 6, 298, 416)","[0.003124, 0, 0.6625, 0.85]",True,"(4, 5, 182, 140)"
ZJ003563,train_features/ZJ003563.jpg,S0023,2.0,0.00645,"(102, 338, 52, 28)","[0.5218, 0.2925, 0.05624, 0.1791]",True,"(70, 121, 32, 5)"
ZJ003564,train_features/ZJ003564.jpg,S0036,0.0,0.639,"(103, 487, 51, 34)","[0.7546, 0.2749, 0.06562, 0.1638]",True,"(66, 173, 29, 7)"
ZJ003565,train_features/ZJ003565.jpg,S0013,3.0,0.809,"(215, 128, 79, 116)","[0.1937, 0.5861, 0.1937, 0.2416]",True,"(135, 47, 46, 35)"
ZJ003566,train_features/ZJ003566.jpg,S0060,2.0,0.731,"(290, 721, 72, 177)","[0.7468, 0.5296, 0.1927, 0.1481]",True,"(123, 171, 25, 35)"
ZJ003567,train_features/ZJ003567.jpg,S0147,2.0,0.717,"(260, 350, 25, 56)","[0.5406, 0.7111, 0.1, 0.09166]",True,"(163, 125, 13, 14)"
ZJ003568,train_features/ZJ003568.jpg,S0174,1.0,0.673,"(305, 423, 50, 212)","[0.6546, 0.8361, 0.3437, 0.1611]",True,"(191, 151, 28, 69)"
ZJ003569,train_features/ZJ003569.jpg,S0009,0.0,0.6,"(197, 341, 134, 295)","[0.5265, 0.5761, 0.4734, 0.4238]",True,"(133, 122, 87, 98)"
ZJ003570,train_features/ZJ003570.jpg,S0060,2.0,0.787,"(324, 367, 114, 249)","[0.3781, 0.5925, 0.2677, 0.2259]",True,"(137, 89, 43, 52)"
ZJ003571,train_features/ZJ003571.jpg,S0120,2.0,0.869,"(210, 584, 155, 186)","[0.6041, 0.3814, 0.202, 0.3018]",True,"(89, 139, 60, 37)"
ZJ003572,train_features/ZJ003572.jpg,S0005,4.0,0.66,"(189, 353, 97, 49)","[0.5453, 0.5138, 0.08906, 0.2916]",True,"(119, 126, 57, 12)"
ZJ003573,train_features/ZJ003573.jpg,S0101,1.0,0.496,"(235, 341, 69, 177)","[0.5265, 0.6416, 0.289, 0.2138]",True,"(148, 122, 40, 57)"
ZJ003574,train_features/ZJ003574.jpg,S0060,2.0,0.545,"(300, 313, 97, 270)","[0.3218, 0.5481, 0.2895, 0.1944]",True,"(127, 76, 36, 57)"
ZJ003575,train_features/ZJ003575.jpg,S0042,3.0,,,,False,
ZJ003576,train_features/ZJ003576.jpg,S0020,4.0,0.0477,"(295, 163, 85, 199)","[0.1656, 0.5388, 0.2156, 0.1722]",True,"(125, 41, 31, 40)"
ZJ003577,train_features/ZJ003577.jpg,S0115,3.0,0.317,"(4, 771, 421, 185)","[0.7989, 0, 0.201, 0.7944]",True,"(4, 183, 170, 37)"
ZJ003578,train_features/ZJ003578.jpg,S0179,4.0,0.026,"(37, 4, 181, 352)","[0, 0.1374, 1.0, 0.7875]",True,"(35, 4, 168, 216)"
ZJ003579,train_features/ZJ003579.jpg,S0141,3.0,0.952,"(233, 92, 106, 244)","[0.1374, 0.6361, 0.3937, 0.3166]",True,"(146, 35, 63, 80)"
ZJ003580,train_features/ZJ003580.jpg,S0009,0.0,0.208,"(252, 466, 36, 26)","[0.7218, 0.6888, 0.05312, 0.1222]",True,"(158, 166, 19, 4)"
ZJ003581,train_features/ZJ003581.jpg,S0051,4.0,0.0136,"(294, 4, 37, 100)","[0, 0.537, 0.1124, 0.08333]",True,"(124, 4, 11, 17)"
ZJ003582,train_features/ZJ003582.jpg,S0130,4.0,0.511,"(227, 187, 58, 62)","[0.2859, 0.6194, 0.1093, 0.1833]",True,"(143, 68, 33, 16)"
ZJ003583,train_features/ZJ003583.jpg,S0054,2.0,0.788,"(407, 385, 112, 160)","[0.3968, 0.7462, 0.1749, 0.2222]",True,"(171, 93, 42, 31)"
ZJ003584,train_features/ZJ003584.jpg,S0136,0.0,0.59,"(321, 166, 10, 26)","[0.2531, 0.9462, 0.05312, 0.05373]",True,"(216, 61, 4, 4)"
ZJ003585,train_features/ZJ003585.jpg,S0184,0.0,0.749,"(369, 434, 91, 230)","[0.4479, 0.6759, 0.2479, 0.1833]",True,"(155, 104, 33, 48)"
ZJ003586,train_features/ZJ003586.jpg,S0120,2.0,0.516,"(204, 519, 133, 242)","[0.5364, 0.3703, 0.2604, 0.2611]",True,"(87, 124, 50, 50)"
ZJ003587,train_features/ZJ003587.jpg,S0084,0.0,0.978,"(159, 245, 361, 440)","[0.251, 0.287, 0.4666, 0.6833]",True,"(68, 60, 145, 97)"
ZJ003588,train_features/ZJ003588.jpg,S0120,2.0,0.0136,"(439, 731, 80, 191)","[0.7572, 0.8055, 0.2072, 0.1629]",True,"(184, 174, 28, 38)"
ZJ003589,train_features/ZJ003589.jpg,S0049,3.0,0.634,"(154, 5, 82, 254)","[0.001562, 0.4166, 0.4093, 0.25]",True,"(97, 4, 48, 84)"
ZJ003590,train_features/ZJ003590.jpg,S0095,2.0,0.122,"(317, 797, 203, 159)","[0.826, 0.5796, 0.1739, 0.3907]",True,"(134, 189, 80, 31)"
ZJ003591,train_features/ZJ003591.jpg,S0022,0.0,0.798,"(211, 46, 87, 113)","[0.06562, 0.575, 0.189, 0.2638]",True,"(133, 19, 51, 34)"
ZJ003592,train_features/ZJ003592.jpg,S0009,0.0,0.0822,"(235, 440, 82, 42)","[0.6812, 0.6416, 0.07812, 0.25]",True,"(148, 157, 48, 9)"
ZJ003593,train_features/ZJ003593.jpg,S0060,2.0,0.865,"(326, 347, 88, 239)","[0.3572, 0.5962, 0.2572, 0.1777]",True,"(138, 84, 32, 50)"
ZJ003594,train_features/ZJ003594.jpg,S0105,3.0,0.303,"(4, 109, 207, 247)","[0.2916, 0, 0.7083, 1.0]",True,"(4, 69, 216, 151)"
ZJ003595,train_features/ZJ003595.jpg,S0147,2.0,0.898,"(263, 299, 30, 89)","[0.4609, 0.7194, 0.1515, 0.1055]",True,"(165, 107, 16, 26)"
ZJ003596,train_features/ZJ003596.jpg,S0060,2.0,0.918,"(362, 184, 123, 435)","[0.1875, 0.6629, 0.4614, 0.2425]",True,"(152, 46, 46, 95)"
ZJ003597,train_features/ZJ003597.jpg,S0009,0.0,0.929,"(161, 4, 123, 77)","[0, 0.4361, 0.1328, 0.3638]",True,"(102, 4, 73, 22)"
ZJ003598,train_features/ZJ003598.jpg,S0042,3.0,0.00932,"(143, 253, 25, 32)","[0.389, 0.3861, 0.0625, 0.09166]",True,"(90, 91, 13, 6)"
ZJ003599,train_features/ZJ003599.jpg,S0026,0.0,0.858,"(229, 35, 51, 207)","[0.04843, 0.625, 0.3359, 0.1638]",True,"(144, 15, 29, 67)"
ZJ003600,train_features/ZJ003600.jpg,S0167,4.0,0.669,"(83, 263, 35, 15)","[0.7194, 0.3291, 0.06388, 0.1791]",True,"(78, 165, 32, 6)"
ZJ003601,train_features/ZJ003601.jpg,S0009,0.0,0.0575,"(173, 114, 48, 61)","[0.1718, 0.4694, 0.1078, 0.1555]",True,"(109, 42, 27, 16)"
ZJ003602,train_features/ZJ003602.jpg,S0063,1.0,0.756,"(261, 684, 122, 177)","[0.7083, 0.4759, 0.1927, 0.2407]",True,"(111, 163, 46, 35)"
ZJ003603,train_features/ZJ003603.jpg,S0077,1.0,0.0386,"(239, 504, 23, 59)","[0.7812, 0.6527, 0.1046, 0.08611]",True,"(150, 179, 11, 15)"
ZJ003604,train_features/ZJ003604.jpg,S0176,1.0,0.1,"(95, 174, 28, 22)","[0.4722, 0.3791, 0.08333, 0.15]",True,"(89, 110, 26, 11)"
ZJ003605,train_features/ZJ003605.jpg,S0053,3.0,0.449,"(360, 285, 77, 72)","[0.2927, 0.6592, 0.08333, 0.1574]",True,"(152, 70, 27, 11)"
ZJ003606,train_features/ZJ003606.jpg,S0009,0.0,0.793,"(166, 396, 122, 82)","[0.6125, 0.45, 0.1406, 0.3611]",True,"(105, 141, 73, 23)"
ZJ003607,train_features/ZJ003607.jpg,S0136,0.0,0.183,"(58, 47, 39, 30)","[0.06718, 0.1499, 0.05937, 0.1305]",True,"(38, 19, 21, 5)"
ZJ003608,train_features/ZJ003608.jpg,S0163,2.0,0.00628,"(234, 431, 45, 81)","[0.6671, 0.6388, 0.139, 0.1472]",True,"(147, 153, 25, 23)"
ZJ003609,train_features/ZJ003609.jpg,S0022,0.0,0.352,"(195, 145, 47, 41)","[0.2203, 0.5305, 0.07656, 0.1527]",True,"(123, 53, 26, 9)"
ZJ003610,train_features/ZJ003610.jpg,S0147,2.0,0.00995,"(259, 417, 79, 32)","[0.6453, 0.7083, 0.0625, 0.2416]",True,"(163, 149, 46, 6)"
ZJ003611,train_features/ZJ003611.jpg,S0062,2.0,0.96,"(225, 41, 212, 433)","[0.03854, 0.4092, 0.4593, 0.4074]",True,"(96, 13, 83, 95)"
ZJ003612,train_features/ZJ003612.jpg,S0020,4.0,,,,False,
ZJ003613,train_features/ZJ003613.jpg,S0049,3.0,0.0547,"(211, 66, 37, 72)","[0.09687, 0.5749, 0.125, 0.125]",True,"(133, 26, 20, 20)"
ZJ003614,train_features/ZJ003614.jpg,S0020,4.0,0.741,"(268, 911, 159, 45)","[0.9447, 0.4888, 0.0552, 0.3092]",True,"(113, 216, 61, 4)"
ZJ003615,train_features/ZJ003615.jpg,S0038,1.0,0.0523,"(390, 279, 130, 251)","[0.2864, 0.7148, 0.2697, 0.2555]",True,"(164, 68, 49, 52)"
ZJ003616,train_features/ZJ003616.jpg,S0063,1.0,0.9,"(275, 316, 114, 184)","[0.325, 0.5018, 0.2, 0.2259]",True,"(116, 77, 43, 37)"
ZJ003617,train_features/ZJ003617.jpg,S0104,1.0,0.428,"(226, 66, 107, 112)","[0.09687, 0.6166, 0.1875, 0.3194]",True,"(142, 26, 64, 34)"
ZJ003618,train_features/ZJ003618.jpg,S0060,2.0,0.805,"(318, 265, 71, 184)","[0.2718, 0.5814, 0.2, 0.1462]",True,"(134, 65, 25, 37)"
ZJ003619,train_features/ZJ003619.jpg,S0036,0.0,0.54,"(100, 492, 56, 30)","[0.7625, 0.2666, 0.05937, 0.1777]",True,"(64, 175, 32, 5)"
ZJ003620,train_features/ZJ003620.jpg,S0021,2.0,0.814,"(173, 170, 182, 110)","[0.2593, 0.4694, 0.1843, 0.5277]",True,"(109, 62, 110, 33)"
ZJ003621,train_features/ZJ003621.jpg,S0101,1.0,0.35,"(210, 267, 84, 153)","[0.4109, 0.5722, 0.2515, 0.2555]",True,"(132, 96, 49, 48)"
ZJ003622,train_features/ZJ003622.jpg,S0141,3.0,0.69,"(209, 140, 56, 79)","[0.2125, 0.6119, 0.1359, 0.191]",True,"(141, 52, 35, 22)"
ZJ003623,train_features/ZJ003623.jpg,S0196,2.0,0.0285,"(132, 321, 24, 9)","[0.8805, 0.5333, 0.04722, 0.1333]",True,"(123, 201, 22, 3)"
ZJ003624,train_features/ZJ003624.jpg,S0083,2.0,0.766,"(366, 497, 98, 104)","[0.5135, 0.6703, 0.1166, 0.1962]",True,"(154, 119, 36, 18)"
ZJ003625,train_features/ZJ003625.jpg,S0069,3.0,0.562,"(4, 390, 515, 85)","[0.402, 0, 0.09687, 0.9685]",True,"(4, 94, 209, 14)"
ZJ003626,train_features/ZJ003626.jpg,S0074,0.0,0.764,"(262, 326, 78, 39)","[0.5031, 0.7166, 0.07343, 0.2388]",True,"(165, 117, 45, 8)"
ZJ003627,train_features/ZJ003627.jpg,S0083,2.0,0.0121,"(294, 904, 146, 52)","[0.9375, 0.537, 0.0625, 0.2851]",True,"(124, 214, 56, 6)"
ZJ003628,train_features/ZJ003628.jpg,S0101,1.0,0.396,"(213, 280, 46, 76)","[0.4312, 0.5805, 0.1312, 0.15]",True,"(134, 101, 26, 21)"
ZJ003629,train_features/ZJ003629.jpg,S0081,1.0,0.706,"(342, 367, 20, 60)","[0.3781, 0.6259, 0.07083, 0.05185]",True,"(144, 89, 4, 8)"
ZJ003630,train_features/ZJ003630.jpg,S0097,3.0,0.0226,"(234, 363, 111, 264)","[0.5609, 0.6388, 0.425, 0.3305]",True,"(147, 130, 66, 87)"
ZJ003631,train_features/ZJ003631.jpg,S0027,3.0,0.191,"(5, 4, 326, 170)","[0, 0.002985, 0.2781, 0.997]",True,"(5, 4, 215, 54)"
ZJ003632,train_features/ZJ003632.jpg,S0060,2.0,0.672,"(331, 827, 148, 129)","[0.8572, 0.6055, 0.1427, 0.2888]",True,"(140, 196, 57, 24)"
ZJ003633,train_features/ZJ003633.jpg,S0071,1.0,0.492,"(461, 818, 58, 138)","[0.8479, 0.8462, 0.152, 0.1222]",True,"(194, 194, 19, 26)"
ZJ003634,train_features/ZJ003634.jpg,S0036,0.0,0.951,"(128, 4, 202, 632)","[0, 0.3701, 1.0, 0.6268]",True,"(87, 4, 132, 216)"
ZJ003635,train_features/ZJ003635.jpg,S0060,2.0,0.663,"(423, 6, 97, 547)","[0.002083, 0.7759, 0.5781, 0.1944]",True,"(178, 4, 36, 121)"
ZJ003636,train_features/ZJ003636.jpg,S0009,0.0,0.119,"(314, 258, 26, 35)","[0.3968, 0.8611, 0.06718, 0.09444]",True,"(197, 93, 13, 7)"
ZJ003637,train_features/ZJ003637.jpg,S0009,0.0,0.893,"(162, 131, 106, 150)","[0.1984, 0.4388, 0.2468, 0.3166]",True,"(102, 48, 63, 47)"
ZJ003638,train_features/ZJ003638.jpg,S0186,4.0,0.679,"(251, 574, 120, 183)","[0.5937, 0.4574, 0.1989, 0.237]",True,"(106, 137, 45, 37)"
ZJ003639,train_features/ZJ003639.jpg,S0004,2.0,0.793,"(297, 546, 27, 42)","[0.8468, 0.8138, 0.07812, 0.09722]",True,"(186, 194, 14, 9)"
ZJ003640,train_features/ZJ003640.jpg,S0060,2.0,0.915,"(339, 181, 180, 433)","[0.1843, 0.6203, 0.4593, 0.3481]",True,"(143, 45, 70, 95)"
ZJ003641,train_features/ZJ003641.jpg,S0060,2.0,0.566,"(307, 371, 85, 106)","[0.3822, 0.5611, 0.1187, 0.1722]",True,"(130, 90, 31, 19)"
ZJ003642,train_features/ZJ003642.jpg,S0089,3.0,0.423,"(281, 361, 58, 183)","[0.5578, 0.7694, 0.2984, 0.1833]",True,"(176, 129, 33, 59)"
ZJ003643,train_features/ZJ003643.jpg,S0008,4.0,0.238,"(253, 4, 86, 126)","[0, 0.6916, 0.2093, 0.2611]",True,"(159, 4, 50, 39)"
ZJ003644,train_features/ZJ003644.jpg,S0136,0.0,0.206,"(273, 183, 60, 58)","[0.2796, 0.7472, 0.1031, 0.1888]",True,"(171, 67, 34, 15)"
ZJ003645,train_features/ZJ003645.jpg,S0125,2.0,0.00646,"(4, 763, 65, 52)","[0.7906, 0, 0.0625, 0.1351]",True,"(4, 181, 22, 6)"
ZJ003646,train_features/ZJ003646.jpg,S0008,4.0,0.894,"(243, 425, 97, 211)","[0.6578, 0.6638, 0.3421, 0.2916]",True,"(153, 151, 57, 69)"
ZJ003647,train_features/ZJ003647.jpg,S0120,2.0,0.67,"(105, 89, 174, 112)","[0.08854, 0.187, 0.125, 0.337]",True,"(46, 24, 67, 20)"
ZJ003648,train_features/ZJ003648.jpg,S0038,1.0,0.0094,"(224, 787, 286, 169)","[0.8156, 0.4271, 0.1843, 0.5708]",True,"(100, 187, 120, 33)"
ZJ003649,train_features/ZJ003649.jpg,S0110,4.0,0.889,"(259, 299, 67, 140)","[0.4609, 0.7083, 0.2312, 0.2083]",True,"(163, 107, 39, 44)"
ZJ003650,train_features/ZJ003650.jpg,S0008,4.0,0.421,"(256, 4, 83, 127)","[0, 0.7, 0.2109, 0.2527]",True,"(161, 4, 49, 39)"
ZJ003651,train_features/ZJ003651.jpg,S0051,4.0,0.781,"(401, 759, 61, 126)","[0.7864, 0.7351, 0.1395, 0.1277]",True,"(169, 180, 21, 23)"
ZJ003652,train_features/ZJ003652.jpg,S0060,2.0,0.168,"(456, 4, 64, 125)","[0, 0.837, 0.1385, 0.1333]",True,"(191, 4, 22, 23)"
ZJ003653,train_features/ZJ003653.jpg,S0023,2.0,0.00664,"(4, 623, 71, 13)","[0.9671, 0, 0.03281, 0.2358]",True,"(4, 221, 45, -1)"
ZJ003654,train_features/ZJ003654.jpg,S0029,4.0,0.041,"(281, 323, 72, 108)","[0.3322, 0.5129, 0.1208, 0.1481]",True,"(119, 78, 25, 19)"
ZJ003655,train_features/ZJ003655.jpg,S0002,4.0,0.1,"(275, 4, 53, 28)","[0, 0.7527, 0.05624, 0.1694]",True,"(173, 4, 30, 5)"
ZJ003656,train_features/ZJ003656.jpg,S0179,4.0,0.386,"(160, 229, 53, 32)","[0.625, 0.65, 0.1111, 0.2541]",True,"(150, 144, 49, 17)"
ZJ003657,train_features/ZJ003657.jpg,S0043,3.0,0.732,"(4, 444, 327, 192)","[0.6875, 0, 0.3125, 1.0]",True,"(4, 158, 216, 62)"
ZJ003658,train_features/ZJ003658.jpg,S0147,2.0,0.654,"(277, 58, 56, 173)","[0.08437, 0.7583, 0.2828, 0.1777]",True,"(174, 23, 32, 55)"
ZJ003659,train_features/ZJ003659.jpg,S0009,0.0,0.834,"(147, 144, 190, 183)","[0.2187, 0.3972, 0.2984, 0.55]",True,"(93, 53, 115, 59)"
ZJ003660,train_features/ZJ003660.jpg,S0070,1.0,0.748,"(283, 703, 236, 253)","[0.7281, 0.5166, 0.2718, 0.4518]",True,"(120, 167, 93, 53)"
ZJ003661,train_features/ZJ003661.jpg,S0038,1.0,0.556,"(43, 736, 475, 220)","[0.7625, 0.07222, 0.2374, 0.8944]",True,"(20, 175, 192, 45)"
ZJ003662,train_features/ZJ003662.jpg,S0023,2.0,0.416,"(230, 123, 64, 82)","[0.1859, 0.6277, 0.1406, 0.2]",True,"(145, 46, 37, 23)"
ZJ003663,train_features/ZJ003663.jpg,S0036,0.0,0.913,"(125, 4, 205, 632)","[0, 0.3611, 1.0, 0.6358]",True,"(85, 4, 134, 216)"
ZJ003664,train_features/ZJ003664.jpg,S0159,2.0,0.317,"(98, 72, 18, 16)","[0.4249, 0.7833, 0.15, 0.2166]",True,"(179, 99, 41, 26)"
ZJ003665,train_features/ZJ003665.jpg,S0036,0.0,0.625,"(4, 6, 327, 629)","[0.003124, 0, 0.9953, 1.0]",True,"(4, 5, 216, 215)"
ZJ003666,train_features/ZJ003666.jpg,S0071,1.0,0.786,"(351, 594, 164, 336)","[0.6145, 0.6425, 0.3583, 0.3185]",True,"(148, 142, 63, 72)"
ZJ003667,train_features/ZJ003667.jpg,S0009,0.0,0.878,"(215, 257, 96, 85)","[0.3953, 0.5861, 0.1453, 0.2888]",True,"(135, 93, 57, 25)"
ZJ003668,train_features/ZJ003668.jpg,S0174,1.0,0.694,"(131, 186, 224, 318)","[0.2843, 0.3527, 0.5093, 0.6444]",True,"(83, 68, 136, 106)"
ZJ003669,train_features/ZJ003669.jpg,S0110,4.0,0.838,"(106, 529, 129, 107)","[0.8203, 0.2833, 0.1796, 0.3805]",True,"(67, 188, 77, 32)"
ZJ003670,train_features/ZJ003670.jpg,S0141,3.0,0.116,"(322, 81, 9, 72)","[0.1203, 0.9492, 0.125, 0.05074]",True,"(217, 31, 3, 20)"
ZJ003671,train_features/ZJ003671.jpg,S0008,4.0,0.303,"(261, 46, 79, 84)","[0.06562, 0.7138, 0.1437, 0.2416]",True,"(164, 19, 46, 24)"
ZJ003672,train_features/ZJ003672.jpg,S0141,3.0,0.73,"(322, 282, 18, 63)","[0.4343, 0.8833, 0.1109, 0.07222]",True,"(202, 101, 8, 17)"
ZJ003673,train_features/ZJ003673.jpg,S0069,3.0,0.85,"(4, 542, 514, 120)","[0.5604, 0, 0.1333, 0.9666]",True,"(4, 130, 209, 22)"
ZJ003674,train_features/ZJ003674.jpg,S0030,1.0,0.949,"(268, 614, 138, 179)","[0.6354, 0.4888, 0.1947, 0.2703]",True,"(113, 146, 53, 36)"
ZJ003675,train_features/ZJ003675.jpg,S0022,0.0,0.322,"(283, 50, 55, 110)","[0.07187, 0.775, 0.1843, 0.1749]",True,"(178, 20, 31, 33)"
ZJ003676,train_features/ZJ003676.jpg,S0042,3.0,0.00791,"(216, 623, 20, 13)","[0.9671, 0.5888, 0.03281, 0.07777]",True,"(136, 221, 9, -1)"
ZJ003677,train_features/ZJ003677.jpg,S0083,2.0,0.815,"(73, 4, 446, 283)","[0, 0.1277, 0.3031, 0.8407]",True,"(33, 4, 180, 60)"
ZJ003678,train_features/ZJ003678.jpg,S0009,0.0,0.851,"(209, 369, 74, 37)","[0.5703, 0.5694, 0.07031, 0.2277]",True,"(132, 132, 43, 8)"
ZJ003679,train_features/ZJ003679.jpg,S0023,2.0,0.0137,"(94, 340, 199, 247)","[0.5249, 0.2686, 0.3984, 0.6179]",True,"(64, 122, 130, 81)"
ZJ003680,train_features/ZJ003680.jpg,S0185,0.0,0.0114,"(162, 4, 34, 7)","[0, 0.6583, 0.04166, 0.1749]",True,"(151, 4, 31, 1)"
ZJ003681,train_features/ZJ003681.jpg,S0062,2.0,0.854,"(285, 696, 46, 108)","[0.7208, 0.5203, 0.1208, 0.1]",True,"(121, 165, 14, 19)"
ZJ003682,train_features/ZJ003682.jpg,S0029,4.0,,,,False,
ZJ003683,train_features/ZJ003683.jpg,S0150,3.0,0.122,"(138, 617, 200, 19)","[0.9578, 0.3722, 0.04218, 0.5777]",True,"(87, 219, 121, 1)"
ZJ003684,train_features/ZJ003684.jpg,S0147,2.0,0.257,"(101, 365, 177, 71)","[0.564, 0.2694, 0.1234, 0.5138]",True,"(64, 130, 107, 20)"
ZJ003685,train_features/ZJ003685.jpg,S0004,2.0,0.664,"(314, 222, 25, 117)","[0.3406, 0.8611, 0.1953, 0.09166]",True,"(197, 80, 13, 36)"
ZJ003686,train_features/ZJ003686.jpg,S0047,2.0,0.916,"(263, 182, 93, 361)","[0.2781, 0.7194, 0.5765, 0.2805]",True,"(165, 66, 55, 121)"
ZJ003687,train_features/ZJ003687.jpg,S0136,0.0,,,,False,
ZJ003688,train_features/ZJ003688.jpg,S0005,4.0,0.0591,"(7, 274, 341, 203)","[0.4218, 0.008333, 0.3296, 0.9694]",True,"(6, 98, 209, 66)"
ZJ003689,train_features/ZJ003689.jpg,S0110,4.0,0.0846,"(110, 4, 182, 127)","[0, 0.2944, 0.2109, 0.5277]",True,"(70, 4, 110, 39)"
ZJ003690,train_features/ZJ003690.jpg,S0049,3.0,0.921,"(145, 32, 99, 157)","[0.04375, 0.3916, 0.2578, 0.2972]",True,"(92, 14, 59, 50)"
ZJ003691,train_features/ZJ003691.jpg,S0043,3.0,0.366,"(163, 4, 58, 32)","[0, 0.4416, 0.0625, 0.1833]",True,"(103, 4, 33, 6)"
ZJ003692,train_features/ZJ003692.jpg,S0141,3.0,0.854,"(217, 43, 122, 182)","[0.06093, 0.5916, 0.2968, 0.3611]",True,"(137, 18, 73, 58)"
ZJ003693,train_features/ZJ003693.jpg,S0060,2.0,0.849,"(348, 109, 103, 219)","[0.1093, 0.637, 0.2364, 0.2055]",True,"(147, 28, 38, 45)"
ZJ003694,train_features/ZJ003694.jpg,S0070,1.0,0.799,"(290, 152, 143, 68)","[0.1541, 0.5296, 0.07916, 0.2796]",True,"(123, 39, 55, 10)"
ZJ003695,train_features/ZJ003695.jpg,S0185,0.0,0.0477,"(40, 112, 77, 52)","[0.2999, 0.1499, 0.1666, 0.3541]",True,"(38, 71, 71, 29)"
ZJ003696,train_features/ZJ003696.jpg,S0008,4.0,0.91,"(223, 4, 64, 177)","[0, 0.6083, 0.289, 0.2]",True,"(140, 4, 37, 57)"
ZJ003697,train_features/ZJ003697.jpg,S0060,2.0,0.694,"(325, 323, 122, 430)","[0.3322, 0.5944, 0.4562, 0.2407]",True,"(137, 78, 46, 94)"
ZJ003698,train_features/ZJ003698.jpg,S0043,3.0,0.322,"(4, 5, 327, 631)","[0.001562, 0, 0.9984, 1.0]",True,"(4, 4, 216, 216)"
ZJ003699,train_features/ZJ003699.jpg,S0014,4.0,0.951,"(183, 4, 173, 354)","[0, 0.4972, 0.5656, 0.5027]",True,"(115, 4, 105, 119)"
ZJ003700,train_features/ZJ003700.jpg,S0063,1.0,0.906,"(264, 407, 152, 264)","[0.4197, 0.4814, 0.2833, 0.2962]",True,"(112, 98, 58, 55)"
ZJ003701,train_features/ZJ003701.jpg,S0020,4.0,0.94,"(281, 652, 140, 304)","[0.6749, 0.5129, 0.3249, 0.274]",True,"(119, 155, 53, 65)"
ZJ003702,train_features/ZJ003702.jpg,S0008,4.0,0.318,"(258, 9, 81, 121)","[0.007812, 0.7055, 0.2015, 0.2472]",True,"(162, 6, 47, 37)"
ZJ003703,train_features/ZJ003703.jpg,S0030,1.0,0.69,"(273, 527, 148, 102)","[0.5447, 0.4981, 0.1145, 0.2888]",True,"(116, 126, 57, 18)"
ZJ003704,train_features/ZJ003704.jpg,S0016,1.0,0.978,"(233, 476, 291, 313)","[0.4916, 0.424, 0.3343, 0.5537]",True,"(99, 114, 116, 67)"
ZJ003705,train_features/ZJ003705.jpg,S0062,2.0,0.905,"(240, 435, 126, 161)","[0.4489, 0.437, 0.176, 0.2481]",True,"(102, 105, 48, 31)"
ZJ003706,train_features/ZJ003706.jpg,S0009,0.0,0.894,"(166, 148, 171, 180)","[0.2249, 0.45, 0.2937, 0.4972]",True,"(105, 54, 103, 58)"
ZJ003707,train_features/ZJ003707.jpg,S0070,1.0,0.812,"(336, 531, 183, 142)","[0.5489, 0.6148, 0.1562, 0.3537]",True,"(142, 127, 71, 27)"
ZJ003708,train_features/ZJ003708.jpg,S0141,3.0,0.441,"(299, 4, 31, 90)","[0, 0.8805, 0.1531, 0.1164]",True,"(201, 4, 18, 26)"
ZJ003709,train_features/ZJ003709.jpg,S0136,0.0,0.119,"(247, 182, 75, 61)","[0.2781, 0.675, 0.1078, 0.2305]",True,"(155, 66, 44, 16)"
ZJ003710,train_features/ZJ003710.jpg,S0188,3.0,0.0206,"(98, 221, 20, 11)","[0.6027, 0.3916, 0.05277, 0.1166]",True,"(92, 139, 18, 4)"
ZJ003711,train_features/ZJ003711.jpg,S0030,1.0,0.6,"(163, 507, 151, 174)","[0.5239, 0.2944, 0.1895, 0.2944]",True,"(70, 121, 58, 34)"
ZJ003712,train_features/ZJ003712.jpg,S0088,1.0,0.692,"(171, 114, 37, 79)","[0.1718, 0.4638, 0.1359, 0.125]",True,"(108, 42, 20, 22)"
