image_name,file,max_detection_conf,category,conf,bbox,conf_th
ZJ002495,ZJ002495.jpg,0.745,animal,0.745,"[0.3687, 0.4582, 0.0677, 0.1475]",True
ZJ002496,ZJ002496.jpg,0.854,animal,0.854,"[0.5385, 0.6851, 0.2718, 0.2666]",True
ZJ002497,ZJ002497.jpg,0.911,animal,0.911,"[0, 0.6305, 0.2093, 0.3222]",True
ZJ002498,ZJ002498.jpg,,,,,False
ZJ002499,ZJ002499.jpg,0.956,animal,0.956,"[0, 0.1527, 1.0, 0.8]",True
ZJ002500,ZJ002500.jpg,0.617,animal,0.617,"[0.4515, 0.3694, 0.3281, 0.3027]",True
ZJ002501,ZJ002501.jpg,0.00771,animal,0.00771,"[0.4666, 0.3958, 0.07777, 0.1291]",False
ZJ002502,ZJ002502.jpg,0.92,animal,0.92,"[0.1937, 0.6574, 0.4854, 0.3129]",True
ZJ002503,ZJ002503.jpg,,,,,False
ZJ002504,ZJ002504.jpg,0.0334,animal,0.0334,"[0, 0.5333, 0.1609, 0.15]",False
ZJ002505,ZJ002505.jpg,,,,,False
ZJ002506,ZJ002506.jpg,0.577,animal,0.577,"[0, 0.4388, 0.176, 0.4499]",False
ZJ002507,ZJ002507.jpg,0.878,animal,0.878,"[0.8531, 0.4611, 0.1468, 0.3166]",True
ZJ002508,ZJ002508.jpg,0.88,animal,0.88,"[0.6218, 0.7888, 0.1781, 0.1814]",True
ZJ002509,ZJ002509.jpg,0.583,animal,0.583,"[0.8416, 0.437, 0.1052, 0.2425]",False
ZJ002510,ZJ002510.jpg,0.28,animal,0.28,"[0.3104, 0.5148, 0.09375, 0.1333]",False
ZJ002511,ZJ002511.jpg,0.33,animal,0.33,"[0.5444, 0.7999, 0.1944, 0.2]",False
ZJ002512,ZJ002512.jpg,0.00995,animal,0.00995,"[0.2406, 0.3499, 0.07812, 0.1537]",False
ZJ002513,ZJ002513.jpg,0.0147,animal,0.0147,"[0.6027, 0.4375, 0.08333, 0.2958]",False
ZJ002514,ZJ002514.jpg,0.789,animal,0.789,"[0.4624, 0.6333, 0.2156, 0.3111]",True
ZJ002515,ZJ002515.jpg,0.455,animal,0.455,"[0.6552, 0.4481, 0.08854, 0.124]",False
ZJ002516,ZJ002516.jpg,0.947,animal,0.947,"[0, 0.724, 0.176, 0.2444]",True
ZJ002517,ZJ002517.jpg,0.681,animal,0.681,"[0.4624, 0.6111, 0.125, 0.1472]",True
ZJ002518,ZJ002518.jpg,,,,,False
ZJ002519,ZJ002519.jpg,0.837,animal,0.837,"[0.5541, 0.6481, 0.3187, 0.2611]",True
ZJ002520,ZJ002520.jpg,0.289,animal,0.289,"[0.2093, 0.5555, 0.09843, 0.1444]",False
ZJ002521,ZJ002521.jpg,0.157,animal,0.157,"[0.7249, 0.09444, 0.2, 0.3277]",False
ZJ002522,ZJ002522.jpg,0.832,animal,0.832,"[0, 0.6444, 0.2125, 0.3055]",True
ZJ002523,ZJ002523.jpg,0.199,animal,0.199,"[0.8072, 0.4351, 0.1927, 0.2462]",False
ZJ002524,ZJ002524.jpg,,,,,False
ZJ002525,ZJ002525.jpg,0.763,animal,0.763,"[0.5765, 0.4638, 0.1281, 0.1333]",True
ZJ002526,ZJ002526.jpg,0.374,animal,0.374,"[0.2791, 0.5907, 0.2458, 0.3777]",False
ZJ002527,ZJ002527.jpg,0.00503,animal,0.00503,"[0.8375, 0.8972, 0.09687, 0.05833]",False
ZJ002528,ZJ002528.jpg,0.122,animal,0.122,"[0.3125, 0, 0.6875, 0.9527]",False
ZJ002529,ZJ002529.jpg,0.533,animal,0.533,"[0.04531, 0.6749, 0.1843, 0.1555]",False
ZJ002530,ZJ002530.jpg,0.576,animal,0.576,"[0.3265, 0.6277, 0.06562, 0.1555]",False
ZJ002531,ZJ002531.jpg,0.00763,person,0.00763,"[0.9671, 0.5249, 0.03281, 0.4277]",False
ZJ002532,ZJ002532.jpg,0.925,animal,0.925,"[0.09843, 0.5444, 0.1734, 0.2944]",True
ZJ002533,ZJ002533.jpg,0.972,animal,0.972,"[0.1697, 0.4759, 0.2374, 0.4925]",True
ZJ002534,ZJ002534.jpg,0.729,animal,0.729,"[0.5437, 0.575, 0.1812, 0.2444]",True
ZJ002535,ZJ002535.jpg,0.475,animal,0.475,"[0.7656, 0.6814, 0.09791, 0.1611]",False
ZJ002536,ZJ002536.jpg,0.072,animal,0.072,"[0.5468, 0.7555, 0.1718, 0.15]",False
ZJ002537,ZJ002537.jpg,0.012,animal,0.012,"[0.8805, 0.5875, 0.1194, 0.1666]",False
ZJ002538,ZJ002538.jpg,0.618,animal,0.618,"[0.6395, 0.6851, 0.1697, 0.237]",True
ZJ002539,ZJ002539.jpg,0.475,animal,0.475,"[0.3694, 0.3625, 0.1805, 0.2083]",False
ZJ002540,ZJ002540.jpg,0.02,animal,0.02,"[0.0302, 0.4481, 0.1916, 0.3462]",False
ZJ002541,ZJ002541.jpg,0.74,animal,0.74,"[0.7583, 0.7222, 0.2083, 0.2462]",True
ZJ002542,ZJ002542.jpg,0.961,animal,0.961,"[0, 0.2555, 1.0, 0.7129]",True
ZJ002543,ZJ002543.jpg,0.691,animal,0.691,"[0.5364, 0.7648, 0.1468, 0.1425]",True
ZJ002544,ZJ002544.jpg,0.427,animal,0.427,"[0.02343, 0.3638, 0.1046, 0.2444]",False
ZJ002545,ZJ002545.jpg,0.799,animal,0.799,"[0.2802, 0.5629, 0.2947, 0.1629]",True
ZJ002546,ZJ002546.jpg,0.784,animal,0.784,"[0.6312, 0, 0.3687, 1.0]",True
ZJ002547,ZJ002547.jpg,,,,,False
ZJ002548,ZJ002548.jpg,0.4,animal,0.4,"[0.8187, 0.5833, 0.1093, 0.1333]",False
ZJ002549,ZJ002549.jpg,0.798,animal,0.798,"[0.07812, 0.6567, 0.09531, 0.3373]",True
ZJ002550,ZJ002550.jpg,0.0596,animal,0.0596,"[0.7234, 0.6666, 0.09218, 0.075]",False
ZJ002551,ZJ002551.jpg,0.102,animal,0.102,"[0.5281, 0.6814, 0.1958, 0.1796]",False
ZJ002552,ZJ002552.jpg,0.0585,animal,0.0585,"[0.7375, 0.2416, 0.06875, 0.1583]",False
ZJ002553,ZJ002553.jpg,0.481,animal,0.481,"[0.6124, 0, 0.3874, 1.0]",False
ZJ002554,ZJ002554.jpg,0.00614,vehicle,0.00614,"[0, 0.7916, 0.1624, 0.2083]",False
ZJ002555,ZJ002555.jpg,0.0169,animal,0.0169,"[0.327, 0.7055, 0.05104, 0.08148]",False
ZJ002556,ZJ002556.jpg,0.39,animal,0.39,"[0.004166, 0.4537, 0.9958, 0.5148]",False
ZJ002557,ZJ002557.jpg,0.0446,animal,0.0446,"[0, 0, 1.0, 1.0]",False
ZJ002558,ZJ002558.jpg,0.375,animal,0.375,"[0, 0.6583, 0.2374, 0.3416]",False
ZJ002559,ZJ002559.jpg,0.76,animal,0.76,"[0.3828, 0.5222, 0.1671, 0.1805]",True
ZJ002560,ZJ002560.jpg,0.431,animal,0.431,"[0.02656, 0.6638, 0.1781, 0.1916]",False
ZJ002561,ZJ002561.jpg,0.968,animal,0.968,"[0.3614, 0.001851, 0.6385, 0.9666]",True
ZJ002562,ZJ002562.jpg,0.151,person,0.151,"[0.839, 0.005555, 0.1609, 0.9916]",False
ZJ002563,ZJ002563.jpg,0.0259,animal,0.0259,"[0, 0.002777, 0.6625, 0.8666]",False
ZJ002564,ZJ002564.jpg,0.0932,animal,0.0932,"[0.4328, 0.7333, 0.075, 0.2194]",False
ZJ002565,ZJ002565.jpg,0.418,animal,0.418,"[0.564, 0.3444, 0.4359, 0.6527]",False
ZJ002566,ZJ002566.jpg,0.486,animal,0.486,"[0.7265, 0.7722, 0.2734, 0.1833]",False
ZJ002567,ZJ002567.jpg,0.555,animal,0.555,"[0.3796, 0.8298, 0.4203, 0.1701]",False
ZJ002568,ZJ002568.jpg,0.226,animal,0.226,"[0, 0.6777, 0.03541, 0.2055]",False
ZJ002569,ZJ002569.jpg,0.783,animal,0.783,"[0.009374, 0.6638, 0.1, 0.2083]",True
ZJ002570,ZJ002570.jpg,,,,,False
ZJ002571,ZJ002571.jpg,0.735,animal,0.735,"[0, 0.4166, 0.4749, 0.5305]",True
ZJ002572,ZJ002572.jpg,0.1,animal,0.1,"[0.9277, 0, 0.07222, 0.9875]",False
ZJ002573,ZJ002573.jpg,0.286,animal,0.286,"[0.03541, 0.8981, 0.3916, 0.07222]",False
ZJ002574,ZJ002574.jpg,0.885,animal,0.885,"[0, 0.02777, 0.275, 0.9388]",True
ZJ002575,ZJ002575.jpg,0.717,animal,0.717,"[0.7421, 0.002985, 0.2578, 0.994]",True
ZJ002576,ZJ002576.jpg,0.264,animal,0.264,"[0.001562, 0.005555, 0.9984, 0.9916]",False
ZJ002577,ZJ002577.jpg,0.443,animal,0.443,"[0.05156, 0.7027, 0.1562, 0.2527]",False
ZJ002578,ZJ002578.jpg,0.971,animal,0.971,"[0.1109, 0.6666, 0.5046, 0.2888]",True
ZJ002579,ZJ002579.jpg,0.913,animal,0.913,"[0.7093, 0.4166, 0.2374, 0.5805]",True
ZJ002580,ZJ002580.jpg,0.854,animal,0.854,"[0, 0.6333, 0.127, 0.3351]",True
ZJ002581,ZJ002581.jpg,0.768,animal,0.768,"[0, 0.6111, 0.03854, 0.1722]",True
ZJ002582,ZJ002582.jpg,0.891,animal,0.891,"[0.7359, 0.45, 0.264, 0.5027]",True
ZJ002583,ZJ002583.jpg,0.918,animal,0.918,"[0, 0.6185, 0.3531, 0.3499]",True
ZJ002584,ZJ002584.jpg,0.756,animal,0.756,"[0, 0.4296, 0.3052, 0.4092]",True
ZJ002585,ZJ002585.jpg,0.86,animal,0.86,"[0.3645, 0.7185, 0.1572, 0.2333]",True
ZJ002586,ZJ002586.jpg,0.00791,animal,0.00791,"[0.02656, 0.2694, 0.2921, 0.7277]",False
ZJ002587,ZJ002587.jpg,0.698,animal,0.698,"[0, 0.003703, 0.4333, 0.9648]",True
ZJ002588,ZJ002588.jpg,0.0939,animal,0.0939,"[0, 0.6972, 0.4312, 0.2555]",False
ZJ002589,ZJ002589.jpg,0.0451,animal,0.0451,"[0.6145, 0.7333, 0.08124, 0.1092]",False
ZJ002590,ZJ002590.jpg,0.0719,animal,0.0719,"[0.07708, 0.7747, 0.151, 0.2233]",False
ZJ002591,ZJ002591.jpg,,,,,False
ZJ002592,ZJ002592.jpg,0.802,animal,0.802,"[0.7968, 0.2814, 0.1104, 0.4129]",True
ZJ002593,ZJ002593.jpg,0.732,animal,0.732,"[0.3874, 0.5611, 0.1083, 0.1703]",True
ZJ002594,ZJ002594.jpg,0.266,animal,0.266,"[0.1343, 0.6277, 0.1197, 0.3425]",False
ZJ002595,ZJ002595.jpg,0.858,animal,0.858,"[0.2322, 0.3314, 0.2218, 0.2055]",True
ZJ002596,ZJ002596.jpg,0.806,animal,0.806,"[0.1656, 0.7333, 0.1791, 0.1388]",True
ZJ002597,ZJ002597.jpg,0.58,animal,0.58,"[0.4703, 0.6333, 0.08437, 0.1333]",False
ZJ002598,ZJ002598.jpg,0.0787,animal,0.0787,"[0.427, 0.1961, 0.0552, 0.1922]",False
ZJ002599,ZJ002599.jpg,0.62,animal,0.62,"[0.09166, 0.587, 0.3447, 0.2648]",True
ZJ002600,ZJ002600.jpg,,,,,False
ZJ002601,ZJ002601.jpg,0.327,person,0.327,"[0.2328, 0.4805, 0.1234, 0.4499]",False
ZJ002602,ZJ002602.jpg,0.0907,animal,0.0907,"[0, 0.6499, 0.2125, 0.3027]",False
ZJ002603,ZJ002603.jpg,0.841,animal,0.841,"[0.6359, 0.4166, 0.364, 0.5833]",True
ZJ002604,ZJ002604.jpg,0.955,animal,0.955,"[0.7718, 0.3648, 0.2281, 0.3462]",True
ZJ002605,ZJ002605.jpg,0.967,animal,0.967,"[0.4416, 0.7037, 0.5583, 0.2666]",True
ZJ002606,ZJ002606.jpg,0.514,animal,0.514,"[0.4593, 0.2055, 0.2406, 0.1555]",False
ZJ002607,ZJ002607.jpg,0.905,animal,0.905,"[0.05312, 0.5907, 0.6999, 0.3777]",True
ZJ002608,ZJ002608.jpg,0.372,animal,0.372,"[0.5218, 0.8358, 0.4343, 0.1641]",False
ZJ002609,ZJ002609.jpg,0.767,animal,0.767,"[0.1354, 0.5018, 0.1322, 0.1481]",True
ZJ002610,ZJ002610.jpg,0.929,animal,0.929,"[0, 0.45, 0.3708, 0.5018]",True
ZJ002611,ZJ002611.jpg,,,,,False
ZJ002612,ZJ002612.jpg,0.145,animal,0.145,"[0.5671, 0.5083, 0.2265, 0.2027]",False
ZJ002613,ZJ002613.jpg,0.88,animal,0.88,"[0.2265, 0.4611, 0.4625, 0.4027]",True
ZJ002614,ZJ002614.jpg,0.586,animal,0.586,"[0, 0.8592, 0.1447, 0.1111]",False
ZJ002615,ZJ002615.jpg,0.931,animal,0.931,"[0.4437, 0.7981, 0.2927, 0.1722]",True
ZJ002616,ZJ002616.jpg,0.899,animal,0.899,"[0.3343, 0.6444, 0.3218, 0.3111]",True
ZJ002617,ZJ002617.jpg,0.552,animal,0.552,"[0.2296, 0.597, 0.05468, 0.191]",False
ZJ002618,ZJ002618.jpg,0.0843,animal,0.0843,"[0.6, 0.5083, 0.1875, 0.2583]",False
ZJ002619,ZJ002619.jpg,0.495,animal,0.495,"[0.3802, 0.6037, 0.2062, 0.1888]",False
ZJ002620,ZJ002620.jpg,0.592,animal,0.592,"[0.1843, 0.4638, 0.1234, 0.125]",False
ZJ002621,ZJ002621.jpg,0.969,animal,0.969,"[0.527, 0.5462, 0.4729, 0.4222]",True
ZJ002622,ZJ002622.jpg,0.0107,animal,0.0107,"[0.8635, 0.8333, 0.1364, 0.1185]",False
ZJ002623,ZJ002623.jpg,0.0186,animal,0.0186,"[0, 0.6583, 0.04722, 0.1583]",False
ZJ002624,ZJ002624.jpg,0.513,animal,0.513,"[0.2156, 0.3185, 0.7843, 0.6481]",False
ZJ002625,ZJ002625.jpg,0.944,animal,0.944,"[0, 0.2814, 1.0, 0.687]",True
ZJ002626,ZJ002626.jpg,0.0205,animal,0.0205,"[0.2222, 0.7916, 0.3249, 0.2041]",False
ZJ002627,ZJ002627.jpg,0.881,animal,0.881,"[0, 0.4129, 0.1583, 0.1796]",True
ZJ002628,ZJ002628.jpg,0.903,animal,0.903,"[0.4937, 0.6865, 0.4843, 0.3134]",True
ZJ002629,ZJ002629.jpg,0.931,animal,0.931,"[0.1114, 0.8277, 0.401, 0.1407]",True
ZJ002630,ZJ002630.jpg,0.643,animal,0.643,"[0.4562, 0.7907, 0.08541, 0.09629]",True
ZJ002631,ZJ002631.jpg,0.102,animal,0.102,"[0, 0, 0.2203, 0.9555]",False
ZJ002632,ZJ002632.jpg,0.947,animal,0.947,"[0.8203, 0.7388, 0.1796, 0.2611]",True
ZJ002633,ZJ002633.jpg,0.774,animal,0.774,"[0.2791, 0.5833, 0.1947, 0.1518]",True
ZJ002634,ZJ002634.jpg,0.964,animal,0.964,"[0.1203, 0.3027, 0.5265, 0.6972]",True
ZJ002635,ZJ002635.jpg,0.91,animal,0.91,"[0.6614, 0.5185, 0.2416, 0.3148]",True
ZJ002636,ZJ002636.jpg,0.588,animal,0.588,"[0.0125, 0.2499, 0.1593, 0.2]",False
ZJ002637,ZJ002637.jpg,0.0453,animal,0.0453,"[0.5343, 0.5944, 0.2734, 0.2083]",False
ZJ002638,ZJ002638.jpg,0.933,animal,0.933,"[0.07812, 0.6018, 0.2968, 0.3666]",True
ZJ002639,ZJ002639.jpg,0.954,animal,0.954,"[0.4375, 0.7166, 0.5625, 0.2518]",True
ZJ002640,ZJ002640.jpg,0.362,animal,0.362,"[0.4635, 0.5574, 0.0552, 0.09074]",False
ZJ002641,ZJ002641.jpg,0.674,animal,0.674,"[0.4052, 0, 0.09166, 0.9685]",True
ZJ002642,ZJ002642.jpg,0.0363,animal,0.0363,"[0.4546, 0.4361, 0.075, 0.2472]",False
ZJ002643,ZJ002643.jpg,0.902,animal,0.902,"[0.2343, 0.1916, 0.3031, 0.6305]",True
ZJ002644,ZJ002644.jpg,0.628,animal,0.628,"[0.9171, 0.5527, 0.08281, 0.2222]",True
ZJ002645,ZJ002645.jpg,0.699,animal,0.699,"[0.3812, 0.5981, 0.1656, 0.1925]",True
ZJ002646,ZJ002646.jpg,0.377,animal,0.377,"[0.2359, 0, 0.764, 0.9611]",False
ZJ002647,ZJ002647.jpg,0.938,animal,0.938,"[0, 0.2666, 0.6953, 0.6861]",True
ZJ002648,ZJ002648.jpg,0.757,animal,0.757,"[0, 0.3666, 0.9624, 0.6333]",True
ZJ002649,ZJ002649.jpg,0.826,animal,0.826,"[0.2937, 0.3555, 0.1656, 0.2611]",True
ZJ002650,ZJ002650.jpg,0.489,animal,0.489,"[0, 0.7611, 0.07708, 0.2092]",False
ZJ002651,ZJ002651.jpg,0.659,animal,0.659,"[0.02968, 0.6361, 0.339, 0.1527]",True
ZJ002652,ZJ002652.jpg,0.706,animal,0.706,"[0.4302, 0.6504, 0.2604, 0.2271]",True
ZJ002653,ZJ002653.jpg,0.414,animal,0.414,"[0.08281, 0.4805, 0.1609, 0.1805]",False
ZJ002654,ZJ002654.jpg,0.83,animal,0.83,"[0.5687, 0.4985, 0.1624, 0.2268]",True
ZJ002655,ZJ002655.jpg,0.0338,animal,0.0338,"[0.25, 0.4537, 0.1515, 0.1373]",False
ZJ002656,ZJ002656.jpg,0.979,animal,0.979,"[0, 0.5092, 0.2833, 0.4592]",True
ZJ002657,ZJ002657.jpg,0.036,animal,0.036,"[0.4499, 0.2138, 0.05468, 0.15]",False
ZJ002658,ZJ002658.jpg,0.848,animal,0.848,"[0.2781, 0.5629, 0.09062, 0.25]",True
ZJ002659,ZJ002659.jpg,0.188,animal,0.188,"[0.2895, 0.5814, 0.2197, 0.2018]",False
ZJ002660,ZJ002660.jpg,0.175,animal,0.175,"[0, 0.002777, 0.4687, 0.9944]",False
ZJ002661,ZJ002661.jpg,0.00558,animal,0.00558,"[0.1062, 0.4222, 0.09218, 0.2694]",False
ZJ002662,ZJ002662.jpg,0.216,person,0.216,"[0, 0.6583, 0.2374, 0.3416]",False
ZJ002663,ZJ002663.jpg,0.936,animal,0.936,"[0, 0.4388, 0.1343, 0.3527]",True
ZJ002664,ZJ002664.jpg,0.459,animal,0.459,"[0.5864, 0.7092, 0.08437, 0.08518]",False
ZJ002665,ZJ002665.jpg,0.516,animal,0.516,"[0.0625, 0.8981, 0.4364, 0.07222]",False
ZJ002666,ZJ002666.jpg,0.884,animal,0.884,"[0.5749, 0.5333, 0.1078, 0.1749]",True
ZJ002667,ZJ002667.jpg,0.498,animal,0.498,"[0.1072, 0.5592, 0.1791, 0.3092]",False
ZJ002668,ZJ002668.jpg,0.00681,animal,0.00681,"[0, 0.4166, 0.09722, 0.1166]",False
ZJ002669,ZJ002669.jpg,0.802,animal,0.802,"[0.2999, 0.4851, 0.1479, 0.3685]",True
ZJ002670,ZJ002670.jpg,0.851,animal,0.851,"[0.625, 0.6638, 0.1781, 0.1777]",True
ZJ002671,ZJ002671.jpg,0.678,animal,0.678,"[0.225, 0.5999, 0.06093, 0.182]",True
ZJ002672,ZJ002672.jpg,0.902,animal,0.902,"[0.4166, 0.7166, 0.4277, 0.2833]",True
ZJ002673,ZJ002673.jpg,0.942,animal,0.942,"[0, 0.3583, 1.0, 0.5944]",True
ZJ002674,ZJ002674.jpg,0.0598,animal,0.0598,"[0.1614, 0.224, 0.08749, 0.1592]",False
ZJ002675,ZJ002675.jpg,,,,,False
ZJ002676,ZJ002676.jpg,0.73,animal,0.73,"[0.2062, 0.2333, 0.7937, 0.7638]",True
ZJ002677,ZJ002677.jpg,0.513,animal,0.513,"[0.7078, 0.475, 0.1265, 0.1944]",False
ZJ002678,ZJ002678.jpg,0.0731,animal,0.0731,"[0.8114, 0.4148, 0.1885, 0.5518]",False
ZJ002679,ZJ002679.jpg,0.387,animal,0.387,"[0.5656, 0.7138, 0.09531, 0.09166]",False
ZJ002680,ZJ002680.jpg,0.14,animal,0.14,"[0.001562, 0, 0.9968, 0.997]",False
ZJ002681,ZJ002681.jpg,0.799,animal,0.799,"[0, 0.4361, 0.1749, 0.3166]",True
ZJ002682,ZJ002682.jpg,0.566,animal,0.566,"[0.6343, 0.7472, 0.3656, 0.2055]",False
ZJ002683,ZJ002683.jpg,,,,,False
ZJ002684,ZJ002684.jpg,0.00804,animal,0.00804,"[0.5968, 0.5981, 0.08854, 0.1092]",False
ZJ002685,ZJ002685.jpg,0.0379,animal,0.0379,"[0.8177, 0.4425, 0.03333, 0.1259]",False
ZJ002686,ZJ002686.jpg,0.967,animal,0.967,"[0, 0.2055, 0.3671, 0.6777]",True
ZJ002687,ZJ002687.jpg,0.596,animal,0.596,"[0.7046, 0.35, 0.2484, 0.2972]",False
ZJ002688,ZJ002688.jpg,0.863,animal,0.863,"[0.6093, 0.7777, 0.1406, 0.1777]",True
ZJ002689,ZJ002689.jpg,0.598,animal,0.598,"[0.4937, 0, 0.5062, 0.997]",False
ZJ002690,ZJ002690.jpg,0.02,animal,0.02,"[0.1906, 0.525, 0.08749, 0.09444]",False
ZJ002691,ZJ002691.jpg,0.692,animal,0.692,"[0.5703, 0.6249, 0.1843, 0.1222]",True
ZJ002692,ZJ002692.jpg,0.00735,animal,0.00735,"[0.7796, 0.2895, 0.2203, 0.2746]",False
ZJ002693,ZJ002693.jpg,0.735,animal,0.735,"[0.8385, 0.3481, 0.09583, 0.2092]",True
ZJ002694,ZJ002694.jpg,,,,,False
ZJ002695,ZJ002695.jpg,0.0127,animal,0.0127,"[0.6777, 0.4791, 0.08611, 0.3125]",False
ZJ002696,ZJ002696.jpg,0.951,animal,0.951,"[0.5197, 0.7148, 0.377, 0.2555]",True
ZJ002697,ZJ002697.jpg,,,,,False
ZJ002698,ZJ002698.jpg,0.198,animal,0.198,"[0.201, 0.874, 0.6291, 0.09814]",False
ZJ002699,ZJ002699.jpg,0.0992,animal,0.0992,"[0.8388, 0.3208, 0.03888, 0.1]",False
ZJ002700,ZJ002700.jpg,0.88,animal,0.88,"[0.3864, 0.8166, 0.1031, 0.1537]",True
ZJ002701,ZJ002701.jpg,0.406,animal,0.406,"[0.5156, 0.7592, 0.1562, 0.1611]",False
ZJ002702,ZJ002702.jpg,0.966,animal,0.966,"[0, 0.5583, 0.2781, 0.3944]",True
ZJ002703,ZJ002703.jpg,0.892,animal,0.892,"[0.4625, 0.5592, 0.1989, 0.2629]",True
ZJ002704,ZJ002704.jpg,0.392,animal,0.392,"[0.5609, 0.575, 0.2031, 0.1111]",False
ZJ002705,ZJ002705.jpg,0.818,animal,0.818,"[0, 0.7407, 0.1458, 0.2277]",True
ZJ002706,ZJ002706.jpg,0.907,animal,0.907,"[0.2239, 0.5777, 0.1114, 0.387]",True
ZJ002707,ZJ002707.jpg,0.904,animal,0.904,"[0.2677, 0.6518, 0.3635, 0.3166]",True
ZJ002708,ZJ002708.jpg,0.246,animal,0.246,"[0, 0.5694, 0.1484, 0.2861]",False
ZJ002709,ZJ002709.jpg,0.325,animal,0.325,"[0.3527, 0.6541, 0.2361, 0.1749]",False
ZJ002710,ZJ002710.jpg,0.0837,animal,0.0837,"[0.5843, 0.2666, 0.1015, 0.2555]",False
ZJ002711,ZJ002711.jpg,0.65,animal,0.65,"[0.1083, 0.5388, 0.1447, 0.1425]",True
ZJ002712,ZJ002712.jpg,,,,,False
ZJ002713,ZJ002713.jpg,0.606,animal,0.606,"[0.1656, 0.6249, 0.3796, 0.3277]",True
ZJ002714,ZJ002714.jpg,0.826,animal,0.826,"[0.2385, 0.6962, 0.125, 0.2148]",True
ZJ002715,ZJ002715.jpg,0.00942,vehicle,0.00942,"[0, 0.8238, 0.05937, 0.1761]",False
ZJ002716,ZJ002716.jpg,0.962,animal,0.962,"[0.04374, 0.4444, 0.1984, 0.5111]",True
ZJ002717,ZJ002717.jpg,0.0908,animal,0.0908,"[0.3796, 0.6805, 0.05, 0.1805]",False
ZJ002718,ZJ002718.jpg,0.558,animal,0.558,"[0.3694, 0.5541, 0.125, 0.2166]",False
ZJ002719,ZJ002719.jpg,0.577,animal,0.577,"[0, 0.1083, 1.0, 0.8874]",False
ZJ002720,ZJ002720.jpg,0.886,animal,0.886,"[0.4234, 0.5277, 0.25, 0.4277]",True
ZJ002721,ZJ002721.jpg,0.0117,animal,0.0117,"[0.9484, 0.6527, 0.05156, 0.1527]",False
ZJ002722,ZJ002722.jpg,0.0896,person,0.0896,"[0.8156, 0.6388, 0.04843, 0.1833]",False
ZJ002723,ZJ002723.jpg,0.344,animal,0.344,"[0.3354, 0.5518, 0.09375, 0.137]",False
ZJ002724,ZJ002724.jpg,0.8,animal,0.8,"[0.5984, 0.7499, 0.1859, 0.2027]",True
ZJ002725,ZJ002725.jpg,0.667,animal,0.667,"[0.001041, 0, 0.8916, 0.9685]",True
ZJ002726,ZJ002726.jpg,,,,,False
ZJ002727,ZJ002727.jpg,0.125,animal,0.125,"[0, 0, 0.9989, 1.0]",False
ZJ002728,ZJ002728.jpg,0.617,animal,0.617,"[0.6, 0.6524, 0.1479, 0.1281]",True
ZJ002729,ZJ002729.jpg,0.962,animal,0.962,"[0.02499, 0.4444, 0.2156, 0.5083]",True
ZJ002730,ZJ002730.jpg,0.623,animal,0.623,"[0.1968, 0.9305, 0.1203, 0.06944]",True
ZJ002731,ZJ002731.jpg,0.013,animal,0.013,"[0.2333, 0.275, 0.06388, 0.1708]",False
ZJ002732,ZJ002732.jpg,0.195,animal,0.195,"[0.4343, 0, 0.1229, 0.9666]",False
ZJ002733,ZJ002733.jpg,0.394,animal,0.394,"[0.5722, 0.8291, 0.1361, 0.1041]",False
ZJ002734,ZJ002734.jpg,0.00914,animal,0.00914,"[0.939, 0.5833, 0.06093, 0.3694]",False
ZJ002735,ZJ002735.jpg,,,,,False
ZJ002736,ZJ002736.jpg,0.0379,animal,0.0379,"[0.5093, 0.5333, 0.06354, 0.1166]",False
ZJ002737,ZJ002737.jpg,0.202,animal,0.202,"[0.125, 0.4358, 0.3015, 0.3194]",False
ZJ002738,ZJ002738.jpg,0.0821,animal,0.0821,"[0, 0.6499, 0.214, 0.3027]",False
ZJ002739,ZJ002739.jpg,0.626,animal,0.626,"[0.5859, 0.3416, 0.05937, 0.1777]",True
ZJ002740,ZJ002740.jpg,0.945,animal,0.945,"[0.2984, 0.6222, 0.2531, 0.3194]",True
ZJ002741,ZJ002741.jpg,,,,,False
ZJ002742,ZJ002742.jpg,0.0933,animal,0.0933,"[0.5015, 0.4416, 0.07812, 0.1583]",False
ZJ002743,ZJ002743.jpg,0.0983,animal,0.0983,"[0.9781, 0.4333, 0.02187, 0.1888]",False
ZJ002744,ZJ002744.jpg,0.759,animal,0.759,"[0.2864, 0.5629, 0.2854, 0.1666]",True
ZJ002745,ZJ002745.jpg,,,,,False
ZJ002746,ZJ002746.jpg,0.0347,animal,0.0347,"[0.852, 0.5944, 0.05208, 0.08888]",False
ZJ002747,ZJ002747.jpg,0.591,animal,0.591,"[0.439, 0.9027, 0.1765, 0.05277]",False
ZJ002748,ZJ002748.jpg,0.869,animal,0.869,"[0.8552, 0.5962, 0.1447, 0.2074]",True
ZJ002749,ZJ002749.jpg,0.081,animal,0.081,"[0.3359, 0.7249, 0.05781, 0.075]",False
ZJ002750,ZJ002750.jpg,0.728,person,0.728,"[0, 0.4166, 0.1546, 0.3361]",True
ZJ002751,ZJ002751.jpg,,,,,False
ZJ002752,ZJ002752.jpg,0.402,animal,0.402,"[0, 0.6361, 0.2046, 0.3166]",False
ZJ002753,ZJ002753.jpg,0.871,animal,0.871,"[0.5072, 0.6888, 0.2093, 0.2796]",True
